#land-mine_noun	maMxupAwara
%awning_noun	cAMxini/RAmiyAnA
the-three-Telugu-classical-poets_noun	kaviwrayaM
the-three-elements-of-action_noun	wrikaraNaM
the-three-great-Telugu-classical-poets_noun	kaviwrayaM
the-three-principal-Hindu-Gods_noun	wrimUrwulu
the-three-sacred-fires-of-Vedic-ritual_noun	wrewAgni
the-three-strongest-desires-of-a-man_noun	IRaNawrayaM
the-three-worlds_noun	lokawrayaM/mullokAlu/wriBuvanaM/wrilokAlu
the-title-of-a-Sanskrit-play_noun	veNIsaMhAraM
the-town-of-Berhampore_noun	baraMpuraM
the-town-of-Cuttack_noun	katakaM
the-town-of-Kanchipuram-Conjeevaram-in-Tamil-Nadu_noun	kaMci
the-trident-or-three-pointed-weapon-of-Siva_noun	wriSUlaM
the-tropics-of-Cancer-and-Capricorn_noun	ayanareKalu/ayanareKA_maMxalaM
the-tropics_noun	uRNamaMdalaM
the-twelfth-lunar-month_noun	PAlgunaM
the-underworld-in-Hindu-mythology_noun	pAwAlYaM
the-underworld_noun	nAgalokaM/pAwAlYaM
the-universal-divine-spirit_noun	brahmapaxArWaM
the-universal-matter_noun	brahmapaxArWaM
the-universe-_noun	jagaM
the-universe_noun	brahmAMdaM/sWUlajagawwu/viSvaM
the-unseen-conductor-of-the-universe_noun	sUwraXAri/sUwraXArudu
the-veda_noun	vexaM
the-very-bottom_noun	attadugu
the-very-end_noun	cittacivara
the-very-first_adjective	moVttamoVxati/prapraWama/woVtta_woVli
the-very-middle_noun	nattanaduma
the-wall-below-is-soaking-wet_adjective	uralu/urlu
the-water-that-precedes-childbirth_noun	ubbanIru/ummanIru
the-weight-of-a-rupee-coin_noun	wulaM
the-whole-of-India_noun	AsewuhimAcalaM
the-whole-of-a-person's-possessions_noun	sarvasvaM
the-whole-population_noun	sarvajanulu
the-whole.-2-the-people-in-general,-the-public_noun	samiRti,_samaRti
the-whole_noun	sakalaM/sAkalyaM/samaswaM
the-will-of-God_noun	saMkalpaM
the-witness-of-human-actions_noun	karmasAkRi
the-words-poliyoo-poli!-or-raaraa-poli!-_noun	poVlikeka
the-world.proverbial-saying_noun	ila
the-world_noun	BUcakraM/BUgolYaM/BUlokaM/BUmaMdalaM/BUprapaMcaM/ila/jagaM/jagawi/jagawwu/kuvalayaM/lokaM/mahi/mahIwalaM/pudami/XaraNi/Xara/xuniyA
the-wrong-way-round_adjective	ultA
the-wrong-way-round_adverb	ultA
the-young-of-an-animal-or-bird-_noun	nisugu/nisuvu
the-younger-generation_noun	yuvawa
the_adverb	o
the_determiner	o
the_interjection	o
the_noun	jyeRTa
theat,-scene-in-a-play-_noun	raMgaM
theat,-speaking-a-prologue_noun	nAMxIvAcakaM
theat,-stage_noun	raMgaM
theat--aside_adjective	AwmagawaM
theat--aside_adverb	ekAMwaMgA
theat--direction_noun	xarSakawvaM
theat--princess_noun	BarwqxArika
theat-_noun	prayokwa
theat.-aloud-of-words-spoken-by-an-actor-intended-to-be-heard-by-other-characters-on-the-stage-after-an-aside-_adverb	prakASaMgA
theat.-king's-brother-in-law_noun	rARtrIyudu
theater_noun	nAtaka_Bavanamu/nAtakapraxarSana/nAtakaraMgamu
theatre_noun	praxarSanaSAla/nAtanAlayaM/sinimAhAlu/nAtaka_Bavanamu/nAtakapraxarSana/nAtakaraMgamu/nAtakasAla/nAtakaSAla/raMgamaMwapaM
theatrical-dress_noun	AhAryaM
theatrical_adjective	nAtaka_saMbaMXa
thee_pronoun	nuvvu
theft_noun	xoVMgawanaM/apaharaNamu/apaharaNa/corI/cOryaM/haraNaM/waskaraNa/xocukoVnuvAdu/xoVMgawanamu
their_adjective	waxIya
their_adverb	vAlYla
their_determiner	vAlYla
theirs_pronoun	vArivi/vArixi
theism_noun	sayIsvaravAxaM
them_adverb	vAlYla
them_determiner	vAlYla
them_pronoun	vAriki/vIriki[ni]
thematic_adjective	viRaya_saMbaMXiwa/svara_saMbaMXa
theme_noun	viRayaM/kaWa/racanAvaswuvu/prAwipaxika
themselves_pronoun	svayaMgA{3_any_ba.}/vAre/vAriki_vAre/svayaMgA{3_any_ba}/wanu/wAnu
then-and-there-emphatic_adverb	eVppatikappudu
then-and-there_adjective	akkadikakkada
then-and-there_adverb	akkadikakkade/appatikappudu/eVppatikappudu
then-as-now_adverb	nAtikI_netikI
then_UNDEFINED	Ena
then_adjective	aMwa/appatlo
then_adverb	appudu/AsamayaMlo/waruvAwa/aMwa/aMwata/AvelYa/Enappudu
thenar_noun	cewi_mUra/koVlucuta/nAputa
thence_adverb	akkadinuMci/aMxuvalla
theocracy_noun	xevuni_praBuwvaM
theologian_noun	mawaboXakudu
theological_adjective	mawa[Xarma]SAswra
theology_noun	mawa[Xarma]SAswraM
theophillanthropist_noun	oVka_viXamEna_jFAni
theorem_noun	sixXAMwaM
theoretical_adjective	sixXAMwa/sixXAMwaparamEna/sExXAMwika
theoretically_adverb	sUwraparaMgA/sixXAMwaparaMgA/sixXAMwarIwyA
theoretician_noun	sixXAMwakarwa/sixXAMwi
theories-and-counter-theories_noun	rAxXAMwa_sixXAMwAlu,_sixXAMwa_rAxXAMwAlu
theorise_verb	sixXAMwIkariMcu
theorist_noun	sixXAMwakarwa/yukwi_cesevAdu
theorize_verb	sUwraparacu/sixXAMwIkariMcu
theory_noun	anumAnaM/sixXAMwaM
theory_verb	prawipAxiMcu
theosophical-society_noun	xivyajFAna_samAjaM
theosophy_noun	xivyajFanaM/xivyajFAnaM
therapeutic_adjective	cikiwsAXyayanaMcesina
therapeutics_noun	cikiwsaSAswraM
therapist_noun	cikiwsaxAru
therapy_noun	cikiwsa
there-are-stones-and-things-like-that-in-the-street_noun	rAlYlYurappalu
there-being_adverb	viXileka
there-is-a-great-crush-at-the-station_noun	woVda_woVkkidi
there-is-a-tank-above_adjective	uralu/urlu
there-is-pointing_interjection	axigo!
there-is-rice-in-the-vessel_verb	Udcu
there-is_adverb	go
there_adverb	akkada/accata/Acotu/ApraxeSamu/Asxalamu/ata
there_pronoun	^atu/akkada/atu
thereabout_adverb	AsamIpAna/AprAMwaMlo
thereafter_adverb	AwaruvAwa/anaMwaraM/waxupari
thereby_adverb	akkadinuMce/PaliwaMgA/waxvArA
therefore_UNDEFINED	Ena
therefore_adjective	aMxucewa/aMxukani/ganaka/kAbatti/kAvuna
therefore_adverb	ganaka/kAbatti/kAvuna/aMxuvalla/aMcewa/aMxucewa/aMxukani/Enappudu/mariMka
therein_adjective	aMxulo
therein_adverb	akkadanuMci/aMxulo
thereof_adverb	xAni
thereof_noun	xAni
thereon_adverb	aMxumIxa
thereto_adverb	aMxuku
thereupon_adverb	xAni_mIxa/aMxumIxata/ApattAna/Apattuna
therewith_adverb	aMxulo
therewithal_adverb	pEgA
thermal-capacity_noun	uRNawAXAraNa_Sakwi
thermal-efficiency_noun	uRNaxakRawa
thermal_adjective	uRNasaMbaMXa/wApIya
thermodynamics_noun	uRNagawikaSAswraM
thermometer_noun	uRNamApakaM/WarmAmItaru/uRNograwAmApakaM/wApakrama_mApi
thermostat_adjective	wApaniyaMwraNa_saMbaMXamEna
thermostat_noun	wApaniyaMwraNa/wApasWApakaM
these-days-being-known-as-Durgashtami_noun	xasarA
these-many_pronoun	iMxaru/inni
these-performers-made-the-people-burst-with-laughter_adjective	ubbu
these-persons_pronoun	vIlYlu/vIru
these_adverb	I/vIti
these_determiner	I/vIti
these_noun	ivi
these_pronoun	ivi
thesis_noun	koti/sixXAMwavyAsaM/WIsis
thesis_verb	utaMkiMcu/uttaMkiMcu
thespesia-populnea_noun	gaMgiregi
thews_noun	naramulu
they-are-quarrelling-in-the-streets_adjective	wannukoVnu
they-left-straightaway-after-singing-the-songs-they-had-intended_adverb	cakkA
they-sink-and-get-lost_noun	mUta
they-will-be-crisp_adverb	garagara/karakara
they_pronoun	vAlYlu/avi/vIlYlu/vIru
they{dist_pronoun	vAlYlu/vAru
they{prox_pronoun	vIlYlu/vIru
thick,-dense-hair.-2-closely-wovenrug_adjective	oVwwu,_vawwu
thick-cunjee_noun	xArakaM/XArakaM
thick-groth-of-grass_noun	xubbu
thick-growth_noun	xubbu
thick-layers-of-clouds_noun	Agadapalu
thick-rope_noun	baddu/moku
thick-saliva_noun	weVgada/weVmada
thick-stick_noun	badiwa/badiweV
thick-woollen-cloth_noun	bUrnIsu
thick_adjective	cikkani/xattamEna/xalYasariayina/maMxamEna/baliRtamEna/gahana[m]/nibida/sAMxra/sWUla/ucCUNa/woVtta/xalYasari/xappa/xattaM/xqdamEna
thick_verb	cikkani/xalYasari
thicken_verb	cikkanavu/maMxamavvu/cikkanavvu/gattipadu
thickened_adjective	nibidIkqwa
thickening_noun	cikkapadataM/gattipadataM
thicket_noun	poVxa/doVMka/jIbu/kuMjaM/nikuMjaM
thickly-populated_adjective	janasAMxrawagala
thickly_adverb	xattaMgA/cikkagA/oVwwugA/guwwaMgA/jIbugA
thickness,-denseness-of-texture.-2-support,-pad,-cushion.-3-aspiration-of-a-consonant,-vertical-stroke-below-a-consonant-as-a-sign-of-aspiration.-4-secondary-form-of-a-consonant_noun	oVwwu,_vawwu
thickness_noun	maMxaM/xalYasari/cikkawanaM/guburu/oVwwu/xalYaM
thicksculled_adjective	maMxabuxXigala
thickset_adjective	sAMxramEna/baliRtamEna/xqdamEna
thief-_noun	rAwriMcarudu
thief_noun	xoVMga/apahariMcu_vAdu/aParwa/corudu/mucci/muccu/ruxrAkRapilli/takkari/wakkari/waskarudu
thieve_verb	xoVMgapani_ceVyyi/xoVMgiliMcu/apaharaN/xoVMgaliMcu/xoVMgawanaM/xoVpidi_ceyadaM
thievery_noun	xoVMgawanaM/apaharaNamu/xocukoVnuvAdu/xoVMgawanamu
thieving_adjective	xoVMgiliMce
thieving_noun	apaharaNamu/xocukoVnuvAdu/xoVMgawanaM/xoVMgawanamu
thievish_adjective	xoVMgEna
thievish_noun	xoVMga_woVwwulu
thievishness_noun	xoVMgawanaM
thigh-_noun	pikka
thigh-bone_noun	UrvasWi
thigh-pinching_noun	pAyasaM,2_pAsaM
thigh_noun	woVda/catta/Uruvu/uwsaMgaM/woVMti/wuMti
thill_noun	baMdi_kAdi
thimble_noun	koVdupu
thin-bar-or-rod-_noun	salAka
thin-flat-stick_noun	braxxa
thin-flat-strip-of-wood_noun	baxxeV
thin-layer-on-the-surface-of-milk_noun	woVraka
thin-legs_noun	gedikAlYlYu
thin-porridge-made-of-milk_noun	wiMmanaM
thin-sheet_noun	reku
thin-slat-laid-lengthwise-across-the-rafters-and-under-the-tiles-of-a-roof-to-provide-insulation_noun	rIparu_katteV
thin-soup_noun	cAru
thin-spicy-soup_noun	rasaM
thin-square-tiles-laid-between-the-reepers-and-the-outer-layer-of-roof-titles-of-a-building_noun	pAlAswrI_peVMkulu,_bilYlYa_peVMkulu
thin-strip-of-wood_noun	xabba
thin-strip-or-slat-or-splinter-of-wood-_noun	pedu
thin-wafer-of-black-gram-flour_noun	appadaM/appalYaM/pApad/pappadaM
thin_adjective	palacani/sannani/bakka/dIlu/doVkku/sanna/vakki
thin_verb	veVlikiceVyyi/palacani/pIla/sannani/vakki
thin`_verb	sanna
thine_pronoun	nIxi
thing-which-moves-slowly_noun	maMxagAmi
thing.-2-circumstance,-event,-occurrence.-3-contents-of-a-letter.-4-sexual-intercourse.-5-pl.-sangatulu-news_noun	saMgawi
thing.-you-have-done-the-right-thing!-aTuwaNTi-panulu-ceeyaku-do-not-do-such-things.-_noun	pani
thing_noun	viRayaM/vaswuvu/arWaM/kAviMpu/paxArWaM/saraku/saruku/xinusu/xravyaM
things-of-each-other_noun	oVxoVMwi_xeVw.
things_noun	sAmAnu
think-much-of-_verb	pattiMcukoVnu
think-of_verb	smariMcu/walapeVttu/XyAniMcu
think-or-feel_adjective	anipiMcu
think-over_adjective	mananaM_cesukoVnu/soMcAyiMcu
think_adjective	anukoVnu
think_verb	AlociMcu/anuko/BAviMcu/anipiMcu/gurwu_weVccukoVnu/jFapwiki_weVccukoVnu/mananaM_cesukoVnu/smariMcu_koVnu/ujjakoVnu/walacukoVnu/walacu/waluvu
thinker_noun	AlocanAparudu/jFAni/BAvukudu/ciMwakudu/ciMwanudu
thinking-alike_noun	samEkyaBAvaM
thinking-of_adverb	anyamanaskaMgA
thinking_adjective	Alociswunna/yociswunna
thinking_noun	Alocana/yocana/BAvana/ciMwanaM/wala[¢]pu
thinly_adverb	palacagA
thinned_adjective	palacana
thinner_adjective	palcani
thinnese_noun	palacana
thinness_noun	kqRawvaM/sannana/sannawanaM/soVtasoVta
thinning_noun	palacana_ceyadaM
third-Telugu-lunar-month-corresponding-to-June-July_noun	jeRtaM/jyeRtaM
third-crop-of-paddy-sown-in-May-_noun	punAsa_paMwa
third-day-after-a-full-moon_noun	waxiya/waxxeV
third-day-after-a-new-moon_noun	waxiya/waxxeV
third-day-after-the-full-moon-in-the-lunar-month-of-Bhadrapadam_noun	uMdrAlYla_waxxeV
third-day_noun	waxiya
third-lunar-mansion_noun	kqwwaka
third-person_noun	praWamapuruRa
third-year-of-the-Hindu-cycle-of-sixty-years_noun	Sukla
third_adjective	mUdava/mUdo/wqvIya
third_noun	mUdavaxi
third_verb	mUdava
thirdly_adverb	mUdoxi
thirst-to-pass-off_adjective	udugu
thirst_noun	xAhaM/xappika/pipAsa/wqpwi/wqRNa/xappi[ka]/xUpa
thirstily_adverb	AbagA
thirstiness_noun	xAhaM/wqRNa/xappika
thirsty-person_noun	pipAsi
thirsty_adjective	xappikagoVnna
thirsty_adverb	xAhaMgA/xappikagA
thirteen_noun	paxamUdu
thirteen_number	paxamUdu
thirteenth-day-of-a-lunar-fortnight_noun	wrayoxasi
thirteenth-lunar-mansion-or-asterism_noun	haswa
thirteenth-year-of-the-Hindu-cycle-of-sixty-years_noun	pramAxi
thirteenth_adjective	wrayoxasi
thirteenth_verb	paxamUdava
thirtieth-year-of-the-Hindu-cycle-of-sixty-years_noun	xurmuKi
thirtieth_adjective	mupPayyo
thirty-eighth-year-of-the-Hindu-cycle-of-sixty-years_noun	kroXi
thirty-fifth-year-of-the-Hindu-cycle-of-sixty-years_noun	plava
thirty-first-year-of-the-Hindu-cycle-of-sixty-years_noun	hevilYaMbi
thirty-fourth-year-of-the-Hindu-cycle-of-sixty-years_noun	sArvari
thirty-millions_noun	mukkoti
thirty-ninth-year-of-the-Hindu-cycle-of-sixty-years_noun	viSvAvasu
thirty-second-year-of-the-Hindu-cycle-of-sixty-years_noun	vilYaMbi
thirty-seventh-year-of-the-Hindu-cycle-of-sixty-years_noun	SoBakqvwu
thirty-sixth-year-of-the-Hindu-cycle-of-sixty-years_noun	SuBakqwu
thirty-third-year-of-the-Hindu-cycle-of-sixty-years_noun	vikAri
thirty_noun	mupPE
thirty_number	mupPE/muppaxi
this-and-that_noun	xibbAxiruguMdaM
this-kind-of_adjective	ilAMti/ilAti/itlAMti/itlAti/itti/ituvaMti
this-kind-of_verb	itti
this-man_pronoun	vIdu
this-many-eth_adjective	inno
this-much_adjective	ImAwraM/iMwa/IpAti
this-much_adverb	iMwa
this-much_pronoun	iMwa
this-place_noun	ikkada
this-side_noun	Ivala
this-term-can-be-used-of-any-object-which-belies-its-name_noun	newibIrakAya
this-time_adjective	ippatiki
this-time_adverb	Ipattu[na]/ippudu
this-time_noun	ippudu
this-way-and-that_adverb	addaxiddaMgA/atu_itU/eVdApeVdA/ittattu/itu_atU/weVpaweVpa
this-way-manner-or-direction_adverb	itu
this-way-or-that_adverb	amIwumI/EsApEsA/wAdopedo
this-world-contrasted-with-param-the-next-world_noun	ihalokaM/ihaM
this-world_noun	ihalokaM
this_adverb	iMwa/I
this_determiner	I
this_noun	ixi
this_verb	I
thistle_noun	muMdlamoVkka
thitherward_adverb	akkadiki
thong_noun	kalYlYeVM/palupu/koVrada/vAru
thoracic_adjective	uraH_saMbaMXa/roVmmusaMbaMXa
thorax_noun	CAwi/guMdeVBAgaM/koVmmu_BAgaM/vakRasXalaM
thorn-_noun	mullu
thorn-and-nspike_noun	mullu
thorn-bush_noun	mulYlYakaMpa/muMlYlYakaMpa/Uca
thorn-fence-_noun	mulYlYakaMceV/muMlYlYakaMceV
thorn_noun	mullu/kaMtakaM/koVrru/muliki/SiwAgraM/SUkaM
thornapple_noun	xuwwUraM
thornback_noun	muMdla_cepa
thornbush_noun	kaMpa
thorny_adjective	kaMtaka/mulYla
thorough-cooking_noun	vipAkaM
thorough-search_noun	gAliMpu
thorough_adjective	saMpUrNa/paripUrNa/samagra/kRuNNaM/pakkA/sarvAMgIna
thoroughfare_noun	rahaxAri/rAja_mArgaM/rAcabAta/rAxAri
thoroughgoing_adjective	koVMkani
thoroughly-_adverb	pakkAgA
thoroughly_adverb	gattigA/AmUlAgraM/bAgA/kRuNNaMgA/kUlaMkaRaMgA/sArlA/vipulaMgA/wUcAwappakuMdA/wukkugA
thoroughsped_adjective	werina
thoroughstitch_adverb	saMpUrNaMgA
thorp_noun	palleVtUru/grAmaM
those-many_pronoun	anni
those-things-that-are-possible-and-those-that-are-not_noun	sAXyAsAXyAlu
those-various_adjective	AyA
those_determiner	A{ba.}/A
those_noun	vAru/avi
those_pronoun	avi
those_verb	A
thou_pronoun	nuvvu
though_determiner	EnappatikI
though_interjection	EnappatikI
though_noun	mawaM
thought-reader_noun	pareMgiwajnudu
thought_noun	Alocana/walaMpu/yocana/BAvaM/BAvana/buxXi/ciMwanaM/ciMwa/mawaM/prasakwi/Uha/Usu/wala[¢]pu
thought_verb	vyakwaM_ceVyyi/vyakwaparacu
thoughtful-person_noun	ciMwakudu/ciMwanudu
thoughtful_adjective	Alocanagala/yocanagala
thoughtfully_adverb	AlocanAwmakaMgA/sAlocanagA
thoughtfulness-contemplation_noun	Alocana
thoughtfulness_noun	Alocana
thoughtless_adjective	anAlociwa
thoughtlessness_noun	anAlociwaM/avivekaM
thousand_noun	veVyyi/sahasraM/veyi
thousand_number	veyi/veVyyi
thousands-of_adjective	velAxi
thousands-of_verb	velAxi
thousands-upon-thousands-of_adjective	velawarabadi
thousands-upon-thousands_noun	venavelu
thousands_noun	velu
thrall_noun	bAnisa/xAsyaM
thrash_adjective	bajAyiMcu/xaMcu
thrash_verb	bAxu/uwuku
thrashing-floor_noun	kalYlYaM
thrashing_noun	bAxadaM/bAxudu
thread-heads_verb	guccu
thread-made-of-jute_noun	purikoVsa[xAraM]
thread_noun	xAraM/gAju_AkAraM/guMdrani/nAra/nUlu/poca/sUwraM/waMwuvu/wIga/wrAdu
thread_verb	guccu/xAramu_eVkkiMcu/xAramunaku_guccu
threadbare_adjective	pAwabadda
threadbare_noun	xarixrudu
threat-of-disaster_noun	musalaM
threat_noun	beVxiriMpu/beVdaxa
threaten-with-shouts_verb	xattiMcu
threaten_verb	beVxiriMcu/BayapeVttu/beVxaragoVttu
threatening_noun	warjanaM
three-crores_noun	mukkoti
three-days-ago_adverb	atumoVnna
three-decker_noun	peVxxavAda
three-dimensional_adjective	wrimiwIya/wriparimANika/wriparimiwi
three-feet_noun	gajaM
three-generations_noun	muwwarAlu
three-hundred_noun	munnUru
three-knots-_noun	mUdumulYlYu
three-legged-stool_noun	mukkAlipIta
three-monthly_adjective	wrEmAsa/wrEmAsika
three-periods-of-the-day_adverb	muppoVxxulA
three-persons_noun	mUvuru
three-persons_number	mugguru/muvvuru
three-quarters-of-a-rupee_noun	muccivaka/muccivuka/muppAvulA
three-quarters_adjective	mukkAlu
three-quarters_noun	muccivaka/muccivuka/mukkAlu/muppAvu/muppAwika
three-score_adjective	mUdu-iravEla
three-score_noun	mUdu-iravElu
three-sixteenths_noun	muvvIsaM
three-stock-characters-who-provide-light-relief-in-traditional-puppet-shows_noun	kewigAdu
three-times_adverb	mubbadi
three-times_noun	mummAru
three-year-old-female-buffalo.-_noun	padda
three_adjective	mu
three_noun	mUdu/wqwIya
three_number	mUdu
threefold_adjective	mUdumaduwalu_gala/mummadi/wrika
threefold_verb	mummadi
threescore_noun	mUdu-iravElu
threescore_number	mUdu-iravEla
threesome_noun	mugguri-samUhaM/mUdu/wqwIya
thresh-with-a-roller-or-by-trampling_verb	nUrpu
threshed-heads-of-corn-used-for-cattle-fodder_noun	gaggi
thresher_noun	nUrcevAdu
threshing-floor_noun	kalYlaM/koVtAru
threshing-of-grain_noun	oVbbidi
threshing_noun	nUrcadaM/nuripidi/nUrpidi/nUrpu
threshold_noun	gadapa/mowAxu/gummamu/kadapa/maMxigaM/maMxikaM/vAkili/xarvAjA/xvAra_baMXaM/xvArabaMXamu/xvAramu/xvArapITaM
thrice_adjective	mUdu_sArlu/mUdu_mAtlu
thrice_adverb	mUdiMwalu
thrift_noun	poVxupu/miwavyayaM/poVxupariwanaM
thriftily_adverb	paxilaMgA
thriftiness_noun	miwavrayaM_poNimi
thriftless_adjective	xUbaraxiMdiyEna
thrifty-or-frugal-person_noun	poVxupari
thrifty_adjective	miwavrayaM_cese/poVxupEna
thrifty_noun	poVxupari
thrill_noun	bulapAtaM/bulupu/gagurpAtu/pulakAMkuraM/pulaka[m],_pulakaram,_pulakariMwa/saMbaraM/saMBramaM
thrill_verb	pulakariMcu/AnaMxiMpaceVyyi/urrUwalUgiMcu
thrilled_adjective	uwsAhapUriwa/uxvigna
thriller_noun	pulakariMpa_cesexi
thrilling_noun	pulakariMwa
thrive_adjective	rANiMcu/varXillu
thrive_verb	vqxXipoVMxu/bAgupadu/rANiMcu/varXillu
thriving_adjective	peVrige
thriving_noun	aBivqxXi
thro_adjective	xvArA
throat_noun	goVMwu/galYaM/goVMwu[ka]/grIvaM/kaMTaM/kuwika/kuwwuka/pIka/pIkeV
throaty_adjective	peVxxa_kaMTaMgala
throb_adjective	salupu1,_salapu
throb_noun	koVttukovadaM
throb_verb	koVttuko/Adu/spaMxiMcu
throbbing-pain-in-the-head_noun	walapotu
throbbing_adjective	salYipe
throbbing_noun	parispaMxanaM/parisPuraNaM/spaMxa[na]M
throe_noun	prasava_vexana/mano_vexana
throes_noun	noVppulu
thrombosis_noun	rakwaM_gaddakattadaM
throne-_noun	pItaM
throne_noun	siMhAsanaM/gaxxeV/BaxrapItaM/BaxrAsanaM/pITaM/waKwu
throng_adjective	virucukupadu
throng_noun	guMpu/janasamUhaM/sammarxaM/wAkidi
thronged_adjective	oVwwudugA_vuMde
thronging_noun	saMxadi
throttle_noun	kavAtaM
throttle_verb	Upiri_bigabatti_caMpu
through,-the-medium-of_preposition	muKaMgA
through-and-through_adverb	sAMgopAMgaMgA
through-out_noun	AxyaMwaM
through-that_adverb	waxvArA
through-the-efficacy-of.handed_adverb	mIxagA/mIxugA
through-the-efficacy-of.handed_preposition	mIxagA/mIxugA
through-the-state-for_adverb	moVwwammIxa
through-which-the-sun-passes-in-the-month-of-Kartika_noun	svAwi
through_adjective	pUrwE/cewa/guMdA/xvArA
through_advbl.	anugawaMgA
through_adverb	pUrwigA/coVppuna/mIxagA/mIxugA/vasAna/vasAwwu
through_determiner	paryaMwaM/pUrwE/xvArA/guMdA
through_preposition	coVppuna/guMdA/loguMxA/loMci/lonuMci/maXyanuMci/mIMci/mIxagA/mIxanuMci/mIxugA/mUlakaMgA/mUlAna/paryaMwaM/pUrwE/veVMta/xvArA
throughly_adverb	leVssagA
throughout,-in-all-four-corners_adverb	nalumUlalA
throughout-_adverb	poVdavunA
throughout_adverb	moVwwaMgA/aMwatA/niluveVllA
throughout_noun	sAMwaM
throw-a-net_verb	valapannu
throw-away-_verb	pAraveVyyi/pAreyu
throw-away_adjective	pAravesina/paraveyyaxagga
throw-away_verb	pAreVyyi
throw-back_verb	veVnakki_visuru
throw-down_verb	padaveVyyi/padaxoVbbu/padeyu
throw-in-to-confusion-or-turmoil_verb	walladapeVttu
throw-it-away!_adjective	baMkasAgu
throw-up_verb	ummiveVyyi/vAMwi_cesukoVnu
throw_noun	vewa/visuru/ruvvu
throw_verb	visiri_veVyyi/pAraveVyyi/rUvvu/veVyyi/visiriveVyyi/visuru
throwaway_adjective	pAravesina/paraveyyaxagga
thrower_noun	visarevAdu
throwing-light-on_adjective	vixyowana
throwing-up_noun	uwkRepaM
throwing_noun	vewa/visaru/visuru
thrown-up_adjective	uwkRipwa
thrown_adjective	vikRipwa
thrush_noun	maccalamAri/oVka_pitta/pUwa
thrust-away_verb	visarikoVttu/visirikoVttu
thrust-in_verb	irikiMcu
thrust_noun	potu/kummu/xoVbbu
thrust_verb	woVyyi/geVMwu/neVttu/pAraveVyyi/visiriveVyyi/woyu
thrusting,-butting---squirting,-gushing-forth_noun	cimmu/jimmu
thud-or-other-sharp_adjective	kaNelmanu/KaNelmanu
thud_adverb	kaNelmanu/KaNelmanu
thud_noun	wapak_manataM
thug_noun	gajaxoVMga
thuggism_noun	takkariwanaM
thuggist_noun	TagguvAdu/takkari
thumb-impression_noun	velimuxra
thumb_noun	aMguRTaM/boVtanavelu/aMguRtaM/boVtana_velu/vrelu
thumbnail_noun	boVtanaveli_goru
thumbstal_noun	aMgulYawrANaM
thump-with-a-heavy_verb	moxu
thump_adjective	koVttukoVnu/xadaxadakoVttukoVnu/xadaxadamanu/xaxaxadalAdu
thump_adverb	wapikkuna
thump_noun	adupu/gattixeVbba
thump_verb	bAxu/koVttu
thumping_adjective	asAXAraNa/xadaxada
thumping_adverb	xadaxada
thumping_noun	padapada
thunder-cloud_noun	parjanyaM
thunder_noun	uramadaM/garjana/urumu/garJana
thunder_verb	urumu
thunderbolt_noun	asanipAwaM/brahmAswraM/pidugu/vajrAyuXaM
thundering_adjective	pracaMdamEna
thundering_noun	aravadaM
thunderous_adjective	pracaMdawIvrawagala
thunderstruck_adjective	BayabrAMwamEna
thurible_noun	karpUraM/xIpaM
thursday_noun	guruvAraM
thus-far_adverb	iMwata/iMwavattu/iMwaxAkA
thus_adjective	aMxukani/itlA
thus_adverb	itlA/IviXaMgA/aMxukani/kAbattI/atlA,_atlAgu/atla_atlu/attA[gA/gu]/atu/ilAceswe/ilAEwe/ilAgA/ilA[gA/_gu]/illA[gA/ittA[gA/itu/I_viXaMgA
thusly_adverb	ilAceswe/ilAEwe/ilAgA/I_viXaMgA
thwack_noun	xeVbba
thwack_verb	koVttu
thwart_verb	addagiMcu/BaMgaparacu/cIvAtlu_peVttu/addaM_koVttu/niRPalaM_ceyi
thwarting_noun	viGAwaM/BagnaM
thwartingly_adverb	viGAwaMgA
thy_adjective	nI
thy_adverb	nI
thy_determiner	nI
thyme_noun	puxInA_moVkka
thyroid_noun	svarapetika
thyself_pronoun	nI_aMwata_nuvvu
tiara_noun	uwwaMSaM
