#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
realising_officer	vasUlI_aXikArI#vasUlI_aXikArI#noun#2#RM
reappropriation_budget	punarviniyojana_bajata#punarviniyojana_bajata#noun#2#RM
reappropriation_of_funds	niXiyoM_kA_punarviniyojana#niXiyoM_kA_punarviniyojana#noun#1#RM
rear_admiral	nOpawi#nOpawi#noun#2#RM
rear_end	pICe_kA_BAga#pICe_kA_BAga#noun#2#RM
rear_window	pICe_kI_KidakI#pICe_kI_KidakI#noun#2#RM
reason_to_believe	viRvAsa_Fakaraneta_kA_kAraNa#viRvAsa_Fakaraneta_kA_kAraNa#noun#3#RM
reasonable_care	vivekI_surakRA#vivekI_surakRA#noun#2#RM
reasonable_notice	uciwa_sUcanA_Aotisa#uciwa_sUcanA_Aotisa#noun#2#RM
reasonable_time	uciwa_aaryApwayaWociwa_samaya#uciwa_aaryApwayaWociwa_samaya#noun#2#RM
reasons_to_believe	viSvAsa_karane_ke_kAraNa#viSvAsa_karane_ke_kAraNa#noun#3#RM
rebate_due_from_government	sarakAra_se_prApya_CUta#sarakAra_se_prApya_CUta#noun#4#RM
rebate_officer	CUta_aXikArI#CUta_aXikArI#noun#2#RM
rebate_on_bill	bila_para_xatOwI#bila_para_xatOwI#noun#3#RM
rebuilding_effort	punarnirmANa_prayAsa#punarnirmANa_prayAsa#noun#2#RM
recalcitrant_debtor	xurxamya_qprI#xurxamya_qprI#noun#2#RM
recall_effort	raxxa_karane_kA_prayAsa#raxxa_karane_kA_prayAsa#noun#2#RM
recalled_advances	prawyAhqwa_agrima#prawyAhqwa_agrima#noun#2#RM
recapitulation_statement	sAra_safkRepa_vivaraNa_aAra_kaWAna_vakwavya#sAra_safkRepa_vivaraNa_aAra_kaWAna_vakwavya#noun#2#RM
recast_ledger_account	punarvyavasWiwa_aira_se_wEyAra_kiyA_gayA_bahI_leKA#punarvyavasWiwa_aira_se_wEyAra_kiyA_gayA_bahI_leKA#noun#3#RM
receipt_and_delivery	prApwi_Ora_supurxagI#prApwi_Ora_supurxagI#noun#3#RM
receipt_and_despatch	prApwi_Ora_preRapra#prApwi_Ora_preRapra#noun#3#RM
receipt_and_issue_section	prApwi_Ora_nirgama_anuBAga#prApwi_Ora_nirgama_anuBAga#noun#4#RM
receipt_audit_section	prApwi_leKAparIkRA_anuBAga#prApwi_leKAparIkRA_anuBAga#noun#3#RM
receipt_book	rasIxa_bahI#rasIxa_bahI#noun#2#RM
receipt_certificate	prApwi_pramANapawra#prApwi_pramANapawra#noun#2#RM
receipt_clerk	pAvawI_lipika#pAvawI_lipika#noun#2#RM
receipt_in_acknowledgement	pAvawI#pAvawI#noun#3#RM
receipt_of_correspondence	pawrAcAra_kI_pAvawI#pawrAcAra_kI_pAvawI#noun#1#RM
receipt_register	AvawI_paFjikA#AvawI_paFjikA#noun#2#RM
receipt_side	prApwi_pakRa#prApwi_pakRa#noun#2#RM
receipt_voucher	prApwi_vAucara#prApwi_vAucara#noun#2#RM
receipted_challan	rasIxI_cAlAna#rasIxI_cAlAna#noun#2#RM
receipts_and_disbursement	prApwiyAM_Ora_saMviwaraNa#prApwiyAM_Ora_saMviwaraNa#noun#3#RM
receipts_and_disbursements	prApwiyAz_Ora_saMviwaraNa#prApwiyAz_Ora_saMviwaraNa#noun#3#RM
receipts_and_issue	prApwiyAM_Ora_nirgama#prApwiyAM_Ora_nirgama#noun#3#RM
receipts_and_issues_section	prApwi_waWA_nirgama_anuBAwaga#prApwi_waWA_nirgama_anuBAwaga#noun#4#RM
receipts_and_payments_account	prApwi_Ora_axAyagI_leKA#prApwi_Ora_axAyagI_leKA#noun#4#RM
receipts_and_recoveries_on_capital_accounts	pUFjIgawa_leKe_kI_prApwiyAM_Ora_vasUliyAM#pUFjIgawa_leKe_kI_prApwiyAM_Ora_vasUliyAM#noun#6#RM
receipts_counter	prApwi_kAuNtara#prApwi_kAuNtara#noun#2#RM
receipts_scroll	prApwi_skrola_aUcIwAlikA#prApwi_skrola_aUcIwAlikA#noun#2#RM
receive_interruption	aBigrahaNa_bAXA#aBigrahaNa_bAXA#noun#2#RM
receive_leg	aBigrahaNa_Cora#aBigrahaNa_Cora#noun#2#RM
receive_only	kevala_aBigrahaNa#kevala_aBigrahaNa#noun#2#RM
received_waste_book	cEka_Axi_kI_kaccI_bahI#cEka_Axi_kI_kaccI_bahI#noun#3#RM
receiver_of_wreck	naRtapowa_AxAwA#naRtapowa_AxAwA#noun#1#RM
receiver_signal	aBigrAhI_safkewa#aBigrAhI_safkewa#noun#2#RM
receiving_accounts_circle	prApwakarwA_leKA_parimaNdala#prApwakarwA_leKA_parimaNdala#noun#3#RM
receiving_cashier's_scroll	AxAwA_ArApwakarwA_KajAFcI_kI_wAlikA_AkrolasUcI#AxAwA_ArApwakarwA_KajAFcI_kI_wAlikA_AkrolasUcI#noun#3#RM
receiving_end	prApaka_arApwi_sWala#prApaka_arApwi_sWala#noun#2#RM
receiving_order	prApwi_AxeSa#prApwi_AxeSa#noun#2#RM
receiving_perforator	aBigrahaNa_Cexaka#aBigrahaNa_Cexaka#noun#2#RM
reception_clerk	svAgawa_lipika#svAgawa_lipika#noun#2#RM
reception_counter	svAgawa_patala#svAgawa_patala#noun#2#RM
reception_officer	svAgawa_aXikArI#svAgawa_aXikArI#noun#2#RM
reception_room	svAgawa_kakRa#svAgawa_kakRa#noun#2#RM
reciprocal_agreement	anyonya_samaJOwA#anyonya_samaJOwA#noun#2#RM
reciprocal_demand	pArasparika_mAfga#pArasparika_mAfga#noun#2#RM
reciprocal_promises	paraspara_vacana#paraspara_vacana#noun#2#RM
reciprocating_engine	Age_pICe_calane_vAlA_iMjana#Age_pICe_calane_vAlA_iMjana#noun#2#RM
reckonable_service	safgaprika_sevA#safgaprika_sevA#noun#2#RM
reclaimed_product	bekAra_uwpAxa_yA_upa_uwpAxa_se_wEyAra_mAla#bekAra_uwpAxa_yA_upa_uwpAxa_se_wEyAra_mAla#noun#2#RM
reclamation_of_land	BUmi_uxXAra#BUmi_uxXAra#noun#1#RM
reclining_chair	ArAma_kursI#ArAma_kursI#noun#2#RM
recognised_agent	mAnyawAprApwa_aAnya_aiBakarwA_AjeMta#mAnyawAprApwa_aAnya_aiBakarwA_AjeMta#noun#2#RM
recognised_provident_fund	mAnyawA_prApwa_BaviRya_niXi#mAnyawA_prApwa_BaviRya_niXi#noun#3#RM
recognition_character	aBijFAmpalqAna_samprawIka#aBijFAmpalqAna_samprawIka#noun#2#RM
recognition_device	aBijFAmpalqAna_yukwi#aBijFAmpalqAna_yukwi#noun#2#RM
recognition_logic	aBijFAmpalqAna_warka#aBijFAmpalqAna_warka#noun#2#RM
recommendatory_certificate	siPAriSI_pramANapawra#siPAriSI_pramANapawra#noun#2#RM
recommendatory_letter	siPAriSI_pawra#siPAriSI_pawra#noun#2#RM
recommendatory_note	siPAriSI_tippaprI_Iota#siPAriSI_tippaprI_Iota#noun#2#RM
reconcialiation_statement	samAXAna_vivaraNa#samAXAna_vivaraNa#noun#2#RM
reconcile_the_discrepancy	galawI_kA_samAXAna_karanA#galawI_kA_samAXAna_karanA#noun#3#RM
reconciliation_of_accounts	leKA_samAXAna#leKA_samAXAna#noun#1#RM
reconciliation_of_figures	AfkaduM_kA_samAXAna#AfkaduM_kA_samAXAna#noun#1#RM
reconciliation_statement	samAXAna_vivaraNa#samAXAna_vivaraNa#noun#2#RM
reconnaissance_in_force	sEnika_sarvekRaNa#sEnika_sarvekRaNa#noun#3#RM
reconstituted_board	punargaTiwa_borda_aaNdala#punargaTiwa_borda_aaNdala#noun#2#RM
reconstruction_effort	punarnirmANa_prayAsa#punarnirmANa_prayAsa#noun#2#RM
reconstruction_of_capital	pUFjI_kA_punarnirmANa#pUFjI_kA_punarnirmANa#noun#1#RM
reconstruction_of_file	misila_punarracanA#misila_punarracanA#noun#1#RM
record_album	leKapramANa_safgraha_puswaka#leKapramANa_safgraha_puswaka#noun#2#RM
record_arranger	aiBaleKa_vinyAsaka#aiBaleKa_vinyAsaka#noun#2#RM
record_blocking	aBileKa_avaroXI#aBileKa_avaroXI#noun#2#RM
record_book	rikArda_paFjI#rikArda_paFjI#noun#2#RM
record_clerk	aiBaleKa_klarka#aiBaleKa_klarka#noun#2#RM
record_count	aBileKa_gaNana#aBileKa_gaNana#noun#2#RM
record_description	aBileKa_vivaraNa#aBileKa_vivaraNa#noun#2#RM
record_division	aiBaleKa_praBAga#aiBaleKa_praBAga#noun#2#RM
record_format	aBileKa_saMrUpa#aBileKa_saMrUpa#noun#2#RM
record_format_descriptor	aBileKa_saMrUpa_nirUpaka#aBileKa_saMrUpa_nirUpaka#noun#3#RM
record_gap	aBileKa_anwarAla#aBileKa_anwarAla#noun#2#RM
record_group	aBileKa_samUha#aBileKa_samUha#noun#2#RM
record_head	aBileKI_SIrRa#aBileKI_SIrRa#noun#2#RM
record_keeper	aBileKapAla#aBileKapAla#noun#2#RM
record_key	aBileKa_kuFjI#aBileKa_kuFjI#noun#2#RM
record_length	aBileKa_lambAI#aBileKa_lambAI#noun#2#RM
record_lifter	bAswAvaraxAra#bAswAvaraxAra#noun#2#RM
record_mark	aBileKa_cinhaka#aBileKa_cinhaka#noun#2#RM
record_medium	aBileKa_mAXyama#aBileKa_mAXyama#noun#2#RM
record_name	aBileKa_nAma#aBileKa_nAma#noun#2#RM
record_number	aBileKa_safKyA#aBileKa_safKyA#noun#2#RM
record_of_service	sevA-aBileKa#sevA-aBileKa#noun#1#RM
record_ready	aBileKa_wEyArI_sWiwi#aBileKa_wEyArI_sWiwi#noun#2#RM
record_room	aBileKa_kakRa#aBileKa_kakRa#noun#2#RM
record_room_officer	aBileKa_kakRa_aXikArI#aBileKa_kakRa_aXikArI#noun#3#RM
record_section	aiBaleKa_anuBAga#aiBaleKa_anuBAga#noun#2#RM
record_separator_character	aBileKa_pqWakkaraNa_samprawIka#aBileKa_pqWakkaraNa_samprawIka#noun#3#RM
record_sheet	aBileKa_parNa#aBileKa_parNa#noun#2#RM
record_sorter	rikoYrda_soYrtara#rikoYrda_soYrtara#noun#2#RM
record_storage_mark	aBileKa_BaNdAraNa_cinhaka#aBileKa_BaNdAraNa_cinhaka#noun#3#RM
record_strip	aBileKa_pattI#aBileKa_pattI#noun#2#RM
record_supplier	aBileKaxAwA#aBileKaxAwA#noun#2#RM
record_text	aBileKa_pATyAMSa#aBileKa_pATyAMSa#noun#2#RM
record_type	aBileKa_prArUpa#aBileKa_prArUpa#noun#2#RM
recording_area	aBileKana_kRewra#aBileKana_kRewra#noun#2#RM
recording_density	aBileKana_Ganawva#aBileKana_Ganawva#noun#2#RM
recording_head	aBileKI_SIrRa#aBileKI_SIrRa#noun#2#RM
recording_machine	aiBaleKiwra#aiBaleKiwra#noun#2#RM
recording_medium	aBileKana_mAXyama#aBileKana_mAXyama#noun#2#RM
recording_of_file	misila_aiBaleKabaxXa_karanA#misila_aiBaleKabaxXa_karanA#noun#1#RM
recording_of_files	PAiloM_kA_aiBaleKana#PAiloM_kA_aiBaleKana#noun#1#RM
recording_room	rikArdiMga_kakRa#rikArdiMga_kakRa#noun#2#RM
recording_unit	rikArdiMga_ekaka#rikArdiMga_ekaka#noun#2#RM
recoupment_of_imprest	agraxAya_kI_ApUrwi#agraxAya_kI_ApUrwi#noun#1#RM
recoverable_error	punaH_prApwa_wruti#punaH_prApwa_wruti#noun#2#RM
recoverable_payment	vasUlI_yogya_axAyagiyAM#vasUlI_yogya_axAyagiyAM#noun#2#RM
recoveries_at_the_instance_of_audit	leKAparIkRA_xvArA_bawA_jAne_para_kI_gaI_vasUliyAM#leKAparIkRA_xvArA_bawA_jAne_para_kI_gaI_vasUliyAM#noun#4#RM
recoveries_of_advances	peSagiyoM_nXAra_rASiyoM_kI_vasUliyAM#peSagiyoM_nXAra_rASiyoM_kI_vasUliyAM#noun#1#RM
recoveries_of_expenditure	Karca_kI_vasUliyAM#Karca_kI_vasUliyAM#noun#1#RM
recoveries_of_service_payments	sevA_axAyagiyoM_kI_vasUliyAM#sevA_axAyagiyoM_kI_vasUliyAM#noun#1#RM
recovery_effort	vasUlI#vasUlI#noun#2#RM
recovery_expenses	vasUlI_Karca_ayaya#vasUlI_Karca_ayaya#noun#2#RM
recovery_management_support	vasUlI_prabanXa_samarWana#vasUlI_prabanXa_samarWana#noun#3#RM
recovery_of_cost	lAgawa_kI_vasUlI#lAgawa_kI_vasUlI#noun#1#RM
recovery_of_damage	kRawimUlya_vasUlI#kRawimUlya_vasUlI#noun#1#RM
recovery_of_dues	xeya_kI_vasUlI#xeya_kI_vasUlI#noun#1#RM
recovery_of_loss	nukasAna_kI_vasUlI#nukasAna_kI_vasUlI#noun#1#RM
recovery_of_losses	hAniyoM_kI_vasUlI#hAniyoM_kI_vasUlI#noun#1#RM
recovery_of_outstandings	bakAyA_rASi_kI_vasUlI#bakAyA_rASi_kI_vasUlI#noun#1#RM
recovery_of_tax	kara_vasUlI#kara_vasUlI#noun#1#RM
recovery_officer	vasUlI_aXikArI#vasUlI_aXikArI#noun#2#RM
recovery_percentage	vasUlI_prawiSawa#vasUlI_prawiSawa#noun#2#RM
recovery_performance	vasUlI_kArya#vasUlI_kArya#noun#2#RM
recovery_procedure	punaHprApwi_prakriyA#punaHprApwi_prakriyA#noun#2#RM
recovery_proceeding	vasUlI_kAryavAhI#vasUlI_kAryavAhI#noun#2#RM
recovery_proceedings	vasUlI_kAryavAhI#vasUlI_kAryavAhI#noun#2#RM
recovery_routine	punaHprApwi_nemakA#punaHprApwi_nemakA#noun#2#RM
recovery_schedules	vasUlI_anusUciyAM#vasUlI_anusUciyAM#noun#2#RM
recovery_system	punaHprApwi_wanwra#punaHprApwi_wanwra#noun#2#RM
recreation_officer	manovinoxa_aXikArI#manovinoxa_aXikArI#noun#2#RM
recreational_therapist	manovinoxa_cikiwsaka#manovinoxa_cikiwsaka#noun#2#RM
recruiting_authority	BarwIr_prAXikArI#BarwIr_prAXikArI#noun#2#RM
recruitment_officer	BarwIr_aXikArI#BarwIr_aXikArI#noun#2#RM
recruitment_rules	BarwIr_niyama#BarwIr_niyama#noun#2#RM
rectal_artery	malASayI_XamanI#malASayI_XamanI#noun#2#RM
rectangular_distribution	AyawAkAra_viwaraNa#AyawAkAra_viwaraNa#noun#2#RM
rectification_entries	suXAraka_praviiRta_anxarAja#suXAraka_praviiRta_anxarAja#noun#2#RM
rectification_of_errors	galawI_SoXana_auXAra#galawI_SoXana_auXAra#noun#1#RM
rectification_of_mis_classifications	galawa_vargIkaraproM_kA_suXAra#galawa_vargIkaraproM_kA_suXAra#noun#1#RM
rectification_of_mistakes	BUla_suXAra#BUla_suXAra#noun#1#RM
rectified_rule	SoXiwa_niyama#SoXiwa_niyama#noun#2#RM
recurring_chages	Avawaba_praBAra#Avawaba_praBAra#noun#2#RM
recurring_charge	AvarwIr_praBAra#AvarwIr_praBAra#noun#2#RM
recurring_decimal	Avarwa-xaSamalava#Avarwa-xaSamalava#noun#2#RM
recurring_deposit	AvarwIr_jamA#AvarwIr_jamA#noun#2#RM
recurring_expenditure	AvarwI_vyaya#AvarwI_vyaya#noun#2#RM
recurring_grant	AvarwI-anuxAna#AvarwI-anuxAna#noun#2#RM
recurring_liability	AvarwIr_xeyawA#AvarwIr_xeyawA#noun#2#RM
recurring_value	AvarwIr_mUlya#AvarwIr_mUlya#noun#2#RM
recursion_theorem	punarAvarwana_prameya#punarAvarwana_prameya#noun#2#RM
recursive_acronym	punarAvarwI_vipariwArWaka#punarAvarwI_vipariwArWaka#noun#2#RM
recursive_function	punarAvarwana_Palana#punarAvarwana_Palana#noun#2#RM
recursive_relation	punarAvarwana_sambanXa#punarAvarwana_sambanXa#noun#2#RM
recursive_routine	punarAvarwana_nemakA#punarAvarwana_nemakA#noun#2#RM
recursive_rules	punarAvarwI_niyama#punarAvarwI_niyama#noun#2#RM
recursive_set	punarAvarwana_samuccaya#punarAvarwana_samuccaya#noun#2#RM
recycling_of_funds	niXiyoM_kA_niranwara_upayoga_niXiyoM_kA_punarniveSa#niXiyoM_kA_niranwara_upayoga_niXiyoM_kA_punarniveSa#noun#1#RM
red_baneberry	lAla_benabErI#lAla_benabErI#noun#2#RM
red_bay	lAla_KAdI#lAla_KAdI#noun#2#RM
red_bearberry	lAlaBUSAyI_pAxapa#lAlaBUSAyI_pAxapa#noun#2#RM
red_beech	lAla_bIcavqkRa#lAla_bIcavqkRa#noun#2#RM
red_bryony	lAla_brAyanI#lAla_brAyanI#noun#2#RM
red_buckeye	lAla_bakAI#lAla_bakAI#noun#2#RM
red_cabbage	lAla_pawwA_goBI#lAla_pawwA_goBI#noun#2#RM
red_campion	lAla_aBiyAna#lAla_aBiyAna#noun#2#RM
red_carpet	lAla_kAlina#lAla_kAlina#noun#2#RM
red_cedar	lAla_xevaxAra#lAla_xevaxAra#noun#2#RM
red_clover	lAla_wipawiyA#lAla_wipawiyA#noun#2#RM
red_cole	lAla_goBI_varga#lAla_goBI_varga#noun#2#RM
red_coral	lAla_mUzgA#lAla_mUzgA#noun#2#RM
red_dogwood	lAla_doYgavuda#lAla_doYgavuda#noun#2#RM
red_drum	lAla_drama#lAla_drama#noun#2#RM
red_dwarf	lAla_bOnA#lAla_bOnA#noun#2#RM
red_elm	lAla_xevaxAru#lAla_xevaxAru#noun#2#RM
red_flag	lAla_JaNdA#lAla_JaNdA#noun#2#RM
red_herring	XyAna_baztAnevAlI_bAwa#XyAna_baztAnevAlI_bAwa#noun#2#RM
red_hot	rakwa_wapwa#rakwa_wapwa#noun#2#RM
red_hot_priority_demand	awi_agrawA_mAzga#awi_agrawA_mAzga#noun#4#RM
red_ink_interest	agrawiWi_byAja#agrawiWi_byAja#noun#3#RM
red_tape	samaya_vyarWa_karane_vAlI_prakriyA#samaya_vyarWa_karane_vAlI_prakriyA#noun#2#RM
red_tapism	lAlaPIwASAhI#lAlaPIwASAhI#noun#2#RM
reddish_blue	rakwa_nIlA#rakwa_nIlA#noun#2#RM
reddish_brown	lAla_pana_lie_BUrA_rafga#lAla_pana_lie_BUrA_rafga#noun#2#RM
reddish_earthstar	lAla_BU_wArA#lAla_BU_wArA#noun#2#RM
redemption_charge	mocana_praBAra#mocana_praBAra#noun#2#RM
redemption_fees	mocana_Sulka#mocana_Sulka#noun#2#RM
redemption_of_capital	pUFjI_kA_prawixAna#pUFjI_kA_prawixAna#noun#1#RM
redemption_of_debt	qNa_mocana#qNa_mocana#noun#1#RM
redemption_of_mortgage	banXaka_CudAnA#banXaka_CudAnA#noun#1#RM
redemption_yield	prawixAna_prApwi#prawixAna_prApwi#noun#2#RM
redevelopment_authority	punarvikAsa_prAXikaraNa#punarvikAsa_prAXikaraNa#noun#2#RM
redevelopment_effort	punarvikAsa_prayAsa#punarvikAsa_prayAsa#noun#2#RM
redevelopment_money	punarvikAsa_niXi#punarvikAsa_niXi#noun#2#RM
rediscounting_scheme	punaBarunAWa_yojanA#punaBarunAWa_yojanA#noun#2#RM
redressal_of_grievances	SikAyawoM_kA_nivAraNa#SikAyawoM_kA_nivAraNa#noun#1#RM
reduced_graph	laGukqwa_AreKa#laGukqwa_AreKa#noun#2#RM
reducing_diet	apacayana_AhAra#apacayana_AhAra#noun#2#RM
reduction_effort	kamI#kamI#noun#2#RM
reduction_of_capital	pUFjI_GatAnA#pUFjI_GatAnA#noun#1#RM
redundancy_of_data	AfkadA_awirikwawA#AfkadA_awirikwawA#noun#1#RM
redundant_array	awirikwa_saraNI#awirikwa_saraNI#noun#2#RM
redundant_check	anAvaSyaka_nirIkRaNa#anAvaSyaka_nirIkRaNa#noun#2#RM
redundant_staff	anAvaRyaka_stAPa#anAvaRyaka_stAPa#noun#2#RM
reenterable_program	punaHpraveSya_kramAxeSa#punaHpraveSya_kramAxeSa#noun#2#RM
reenterable_routine	punaHpraveSya_nemakA#punaHpraveSya_nemakA#noun#2#RM
reenterable_subroutine	punaH_praveSya_upanemakA#punaH_praveSya_upanemakA#noun#2#RM
reentrance_code	anwaH_praveSa_kUta#anwaH_praveSa_kUta#noun#2#RM
reentrant_code	purnapraveSI_kUta#purnapraveSI_kUta#noun#2#RM
refer_to_drawer	cekakarwA_se_pUCie#cekakarwA_se_pUCie#noun#3#RM
reference_address	sanxarBa_pawA#sanxarBa_pawA#noun#2#RM
reference_bit	sanxarBa_bita#sanxarBa_bita#noun#2#RM
reference_book	sanxarBa_puswikA#sanxarBa_puswikA#noun#2#RM
reference_clerk	nirxeSa_klaka#nirxeSa_klaka#noun#2#RM
reference_clock	sanxarBa_kAlaka#sanxarBa_kAlaka#noun#2#RM
reference_edge	nirxeSa_kora#nirxeSa_kora#noun#2#RM
reference_file	sanxarBa_saFcikA#sanxarBa_saFcikA#noun#2#RM
reference_is_invited_to	ko_xeKie#ko_xeKie#noun#4#RM
reference_language	sanxarBa_BARA#sanxarBa_BARA#noun#2#RM
reference_library	sanxaBar_puswakAlaya#sanxaBar_puswakAlaya#noun#2#RM
reference_noise	nirxeSa_rava#nirxeSa_rava#noun#2#RM
reference_number	sanxaBar_safKyAfka#sanxaBar_safKyAfka#noun#2#RM
reference_officer	sanxaBar_aXikArI#sanxaBar_aXikArI#noun#2#RM
reference_period	sanxaBar_avaXi#sanxaBar_avaXi#noun#2#RM
reference_record	sanxarBa_aBileKa#sanxarBa_aBileKa#noun#2#RM
reference_register	havAlA_rajistara#havAlA_rajistara#noun#2#RM
reference_string	sanxarBa_rajju#sanxarBa_rajju#noun#2#RM
reference_time	nirxeSa_samaya#nirxeSa_samaya#noun#2#RM
reference_year	sanxaBar_vaRar#sanxaBar_vaRar#noun#2#RM
referential_integrity	sanxarBika_ekawA#sanxarBika_ekawA#noun#2#RM
referred_to_above	uparinirxiRta#uparinirxiRta#noun#3#RM
referred_to_as	ke_nAma_se_nirxiRta#ke_nAma_se_nirxiRta#noun#3#RM
refinance_corporation_for_industry	oExyogika_punarvwwi_nigama#oExyogika_punarvwwi_nigama#UNDEFINED#1#RM
refinance_deputy_director	punarvwwi_upanixeSaka#punarvwwi_upanixeSaka#noun#3#RM
refinancing_schemes	punarvwwi_praxAna_karane_eunarvwwiIyana_kI_yojanAeM#punarvwwi_praxAna_karane_eunarvwwiIyana_kI_yojanAeM#noun#2#RM
refined_diesel_oil_and_vaporising_oils	pariRkqwa_dIjala_wela_Ora_vARpaSIla_wela#pariRkqwa_dIjala_wela_Ora_vARpaSIla_wela#noun#6#RM
refinery_attendant	pariRkaraNa_paricara#pariRkaraNa_paricara#noun#2#RM
refixation_of_pay	vewana_kA_punarviyawana#vewana_kA_punarviyawana#noun#1#RM
reflective_scan	paravarwanI_kramavIkRaNa#paravarwanI_kramavIkRaNa#noun#2#RM
reflex_camera	parAvarwI_kEmarA#parAvarwI_kEmarA#noun#2#RM
reflex_epilepsy	prawikriyAwmaka_mirgI#prawikriyAwmaka_mirgI#noun#2#RM
reflex_oscillation	prawivarwI#prawivarwI#noun#2#RM
reflux_condenser	prawikriyAwmaka_safGaniwra#prawikriyAwmaka_safGaniwra#noun#2#RM
reform_candidate	suXAra_parIkRArWI#suXAra_parIkRArWI#noun#2#RM
reform_effort	suXAra_prayAsa#suXAra_prayAsa#noun#2#RM
reformation_officer	suXAra_aXikArI#suXAra_aXikArI#noun#2#RM
reformatory_superitendent	suXArAlaya_aXIkRaka#suXArAlaya_aXIkRaka#noun#2#RM
refresh_display	punaScaryA_praxarSa#punaScaryA_praxarSa#noun#2#RM
refresher_course	punaScaryA_pATyakrama#punaScaryA_pATyakrama#noun#2#RM
refresher_courses_department	punaScaryA_pATkrama_viBAga#punaScaryA_pATkrama_viBAga#noun#3#RM
refreshment_room	jalapAnagqha#jalapAnagqha#noun#2#RM
refreshment_room_manager	upAhAra_kakRa_prabanXaka#upAhAra_kakRa_prabanXaka#noun#3#RM
refrigerator_cookie	praSIwiwra_biskuta#praSIwiwra_biskuta#noun#2#RM
refugee_officer	SaraprArWIr_aXikArI#SaraprArWIr_aXikArI#noun#2#RM
refund_and_compensation_claim_section	Xana_vApasI_Ora_prawikara_xAvA_anUBAga#Xana_vApasI_Ora_prawikara_xAvA_anUBAga#noun#5#RM
refund_clerk	prawixAya_lipika#prawixAya_lipika#noun#2#RM
refund_lists	vApasI_sUciyAM#vApasI_sUciyAM#noun#2#RM
refund_of_advance	agrima_Xana_kI_vApasI#agrima_Xana_kI_vApasI#noun#1#RM
refund_of_deposit	jamA_rASi_kI_vApasI#jamA_rASi_kI_vApasI#noun#1#RM
refund_of_lapses	vyapagamana_kI_vApasI#vyapagamana_kI_vApasI#noun#1#RM
refund_of_revenue	rAjasva_vApasI#rAjasva_vApasI#noun#1#RM
refund_order	vApasI_kA_AxeSa#vApasI_kA_AxeSa#noun#2#RM
refund_voucher	prawixAya_aApasI_vAucara#prawixAya_aApasI_vAucara#noun#2#RM
refund_warrant	vApasI_vAraNta#vApasI_vAraNta#noun#2#RM
refusal_of_licence	lAiseMsa_kI_asvIkqwi_ianAhI#lAiseMsa_kI_asvIkqwi_ianAhI#noun#1#RM
refuse_collector	kUdA_lene_vAlA#kUdA_lene_vAlA#noun#2#RM
refused_leave	asvIkqwa_CuttI#asvIkqwa_CuttI#noun#2#RM
regenerative_feedback	punaryojI_punarBaraNa#punaryojI_punarBaraNa#noun#2#RM
regenerative_memory	punaryojI_smqwi#punaryojI_smqwi#noun#2#RM
regenerative_read	punaryojI_paTana#punaryojI_paTana#noun#2#RM
regenerative_reading	punaryojI_paTana#punaryojI_paTana#noun#2#RM
regenerative_repeater	punaryojI_punarAvarwaka#punaryojI_punarAvarwaka#noun#2#RM
regenerative_track	punaryojI_paWa#punaryojI_paWa#noun#2#RM
regenerator_section	punaryojaka_anuBAga#punaryojaka_anuBAga#noun#2#RM
regiment_commander	rejimeMta_kamANdara#rejimeMta_kamANdara#noun#2#RM
regional_address	kRewrIya_pawA#kRewrIya_pawA#noun#2#RM
regional_cashier	prAxeSika_koRapAla#prAxeSika_koRapAla#noun#2#RM
regional_code	kRewrIya_saMhiwA#kRewrIya_saMhiwA#noun#2#RM
regional_college_of_education	prAxeSika_SikRA_saMsWAna#prAxeSika_SikRA_saMsWAna#noun#2#RM
regional_consultative_committee	kRewrIya_salAhakAra_aarAmarSa_samiwi#kRewrIya_salAhakAra_aarAmarSa_samiwi#noun#3#RM
regional_coordinator	prAxeSika_samanvayaka#prAxeSika_samanvayaka#noun#2#RM
regional_development_commission_for_iron_steel	kRewrIya_lOha_ispAwa_vikAsa_Ayoga#kRewrIya_lOha_ispAwa_vikAsa_Ayoga#noun#6#RM
regional_director	prAxeSika_nixeSaka#prAxeSika_nixeSaka#noun#2#RM
regional_engineer	prAxeSika_aiBayanwA#prAxeSika_aiBayanwA#noun#2#RM
regional_evaluation_officer	prAxeSika_mUlyAfkana_aXikArI#prAxeSika_mUlyAfkana_aXikArI#noun#3#RM
regional_flow_of_bank_credit	bEMka_qNa_kA_kRewrIya_viswAra#bEMka_qNa_kA_kRewrIya_viswAra#noun#2#RM
regional_imbalance	prAxeSika_asanwulana#prAxeSika_asanwulana#noun#2#RM
regional_iron_and_steel_controller	prAxeSika_lohA_ispAwa_niyanwraka#prAxeSika_lohA_ispAwa_niyanwraka#noun#5#RM
regional_manager	prAxeSika_prabanXaka#prAxeSika_prabanXaka#noun#2#RM
regional_officer	prAxeSika_aXikArI#prAxeSika_aXikArI#noun#2#RM
regional_organisation	prAxeSika_safgaTana#prAxeSika_safgaTana#noun#2#RM
regional_passport_office	prAxeSika_pArapawra_kAryAlaya#prAxeSika_pArapawra_kAryAlaya#noun#3#RM
