??equivalent_noun	wulyAfka
shifting_noun	sWAnAnwaraNa
shim_noun	anwarAla_pUraka/pawwI_anwarAla_pUraNa
shipment_noun	laxAna/Kepa/nOpreRaNa;_laxAna/preRaNa
shipping_noun	jahAjarAnI
shipyard_noun	powa_prAfgaNa
shoal_noun	Sola/mAXasWala
shock_noun	praGAwa/XakkA
shoot_noun	praroha
shop_noun	SAlA
short-term-course_noun	alpakAlIna_pATyakrama
shortage_noun	kamI
shortfall_noun	kamI
shorthand_noun	ASulipi
shortlisting_noun	laGusUcIyana
shovel_noun	PAvadA
shower_noun	bOCAra/PuhArA
shrinkage_noun	sikudana/safkucana
shrub_noun	JAdI/kRupa
shunt_noun	pArSva_paWa/pArSvapaWa/SaNta
shunter_noun	SaNtara/SaNtakarwA
shunting_noun	SatiMga
shutter_noun	kapAta/Satara
sibling_noun	sahoxara
siblings_noun	sahoxara/samABAsI
side_noun	pASrva
sideband_UNDEFINED	pArSva_bEMda
siding_noun	sAidiMga
sierra_noun	sierA
sieves_noun	CalanI/cAlanI
sigma_UNDEFINED	sigmA
sign_noun	cihna/safkewa/haswAkRara_karanA/cinha
signal_noun	safkewa/siganala/signala
signaling_noun	safkewana
signaller_noun	1-_siganalara/safkewaka_2-_wAra_bAbU
signalman_noun	safkewakAra/siganala_mEna_siganala_vAlA
signature_noun	haswAkRara/pracihna/cihnaka;_haswAkRara
significant_noun	mahawvapUrNa/sArWaka/ulleKanIya
significantly_noun	muKyawa:
signify_noun	vyakwa_karanA/prakata_karanA/xyowaka_honA
signs_noun	cihma
silencer_noun	ravanASaka/ravaSAmaka
silica_noun	silikA
silicate_noun	siliketa
silicates_noun	siliketa
silicious_noun	silikAmaya
silicon_noun	silIkoYna
silt_noun	gAxa/silta
silting_noun	gAxana
siltometer_noun	gAxamApI_yanwra/siltomItara
silviculture_noun	vana-vqkRa_vijFAna
silviculturist_noun	vanavqkRavijFAnI
similar_noun	samarUpa/saxqSa/vEsA_hI
simoon_noun	simUna
simplex_noun	prasamucya/ekamuKI/ekaXA/siMpaleksa
simulation_noun	anukaraNa/anukAra/anurUpaNa/sExXAnwika_anurUpaNa/simuleSana/sawawa_wanwra
simulator_noun	anukAraka/simuletara/anukArI/anukaraNa_yanwra
simultaneous_noun	samakAla/samakAlika/eka_sAWa/samakRaNika/yugapaw/yugapawa
simultaneously_noun	eka_sAWa/eka_hI_samaya_para
sincere_noun	niRkapata/saBAvI/niRTAvAna
sine_noun	sAina
singleton_noun	ekala
sinking_noun	XaMsanA
sinter_noun	siMtara
sintering_noun	siMtaraNa/sintarana/nisAxana
sintery_noun	siMtarI/wApa_puFjana
sinusoid_UNDEFINED	jyAvakra
sinusoidal_UNDEFINED	jyAvakrIya
sinusoidal_noun	jyAvakrIya
sinusoidally_UNDEFINED	jyAvakrIya/jyA-vakrIya
sir_noun	SrIman_/mahoxaya
sister-in-charge_noun	praBArI_bena/praBArI_sistara
site_noun	pariyojanA_sWala/kAryasWala/sWala/sWAna
situation_noun	sWiwi/parisWiwi/xaSA
size_noun	AkAra/mApa/sAhaja/AmApa
sizing_noun	AmApAna
sketch_noun	reKAciwra
sketching_noun	reKAfkana/reKAciwraNa
skew_noun	viRamawalIya/teDA/wiraCA/wiryaka
skewing_noun	viRamana
skewness_noun	vERamya
skidman_noun	fskadamEna
skills_noun	kOSala
skin_noun	AvaraNa/upariswara/wvacA/KAla
skinner_noun	carmakAra
skip_noun	pluwi
skipper_noun	fskapara
skipping_noun	pluwi/pluwikaraNa
skirt_noun	skarta/DalAna_koti
skirting_noun	kinArI
skylab_noun	skAI_lEba
slackness_noun	SiWilawA/fDalAI
slacks_noun	DIle_sWAna
slag_noun	slaga/XAwumala
slake_noun	Samana/buJAnA
slander_noun	apamAnavacana
slash_noun	wiryaka
slate_noun	xEnika_laxAna_kA_lakRya
slew_noun	xruwa_GUrNana/slayU
slewing_noun	safGUrNana/xruwa_GUrNana
slice_noun	kawalI
slicing_noun	kawalIpana/slAisa_banAnA/kawalI_banAnA/Sakalana
slide_noun	slAida/sarpaka
sliding_noun	sarpaNa
slip_noun	cUka/sarpaNa/parcIZ/slipa/parcI
slippage_noun	visarpaNa/Pisalana
slit_noun	reKACixra/JirI/slita
slope_noun	DAla/DalAna/pravaNawA
sloping_noun	DalavAM
sloppy_noun	DAlU
sloshing_noun	AcCalana/Calakana
slot_noun	KAFcA
slotting_noun	KAFcAkaraNa
sludge_noun	avapafka
slugging_noun	slagA
slum_noun	ganxI_baswI
slurry_noun	Gola/gArA/karxama/pafka
slurrying_noun	karxamA
small_noun	laGu/CotA
smalltalk_noun	laGu_vArwA
smart_noun	smArta
smartness_noun	cuswI
smear_noun	Alepa
smearing_noun	Alepana
smectite_noun	smektAita
smelting_noun	pragalana
smiley_noun	smiwiyukwa/muskurAhatayukwa
smoking_noun	XUmrapAna
smooth_adjective	niRkoNa
smooth_noun	cikanA/masqNa/nirviXna
smoothing_noun	mqxulana/masqNana/cikkaNa/samakaraNa
smuggle_noun	waskarI_karanA
smuggler_noun	waskara
smuggling_noun	waskarI
smurf_noun	smarPa
smut_noun	kaNduvA
sn-curve_noun	SN-vakra
snacks_noun	alpAhAra
snail_noun	Sambuka/GoMGA
snap_noun	sanxaMSikA/saMsI/cataka/wadaka/cutakI/snepa
snapshot_noun	ASuciwra
sneakernet_noun	snIkaraneta
snobol_noun	snobola/snoboYla
snowmelt_noun	himagalana
soak_noun	sikwana/BigonA
soap_noun	sAbuna
soaping_noun	sAbunana/avaSyAnana
society_noun	samAja/sosAitI
socket_noun	sAketa/soYketa/garwikA
soclime_noun	mqxA_jalavAyu
sodic_noun	kRAra/kRArI
soft_noun	komala/narama
softfill_noun	sugama_BaraNa
software_noun	prakriyA_sAmagrI/prakriyA_sAmagrI_/soYPtaveyara
softwood_noun	mqxukARTa/narama_lakadI
soil_noun	mqxA/mittI/BUmi
sojourn_noun	avasWAna/virAma
solder_noun	JAla/tAzkA/JAla;_soldara/soldara_karanA/tAzkA_lagAnA/JAlanA/sanXAnaka
soldered_noun	Jaliwa
soldering_noun	rAzganA/soldarana/tAzkanA/JAlana/tAfkana
sole_noun	walA_/ekamAwra
solemn_noun	sawyaniRTa/gamBIra
solemnity_noun	gamBIrawA/gAmBIrya
solemnly_noun	sawyaniRTApUrvaka_/sawyaniRTA_se
solenoid_noun	parinAlikA
solenoidal_noun	parinAlikIya
solicit_noun	nivexana_karanA/yAcanA/yAcanA_karanA/prArWanA_karanA
solicitor_noun	soYlisItara
solid_noun	Tosa/GanAkqwi/piMda
solidification_noun	jamanA/piMdana/jamAnA/piMdIkaraNa
solidity_noun	Tosapana
solitary_noun	ekAnwa/ekamAwra/akelA
solitium_noun	soYliSiyama
solstice_noun	ayanAnwa/safkrAnwi
solubility_noun	vileyawA/GulanaSIlawA/vilayaSIlawA
solute_noun	vileya
solution_noun	Gola/upAya/sAXana/hala/vilayana
solvation_noun	vilAyaka_safkaraNa
solve_noun	hala_karanA/samAXAna_karanA
solvency_noun	SoXana-kRamawA
solvent_noun	SoXanakRama/vilAyaka/Golaka/vileyaka
somatic_noun	kAyika
some_noun	kiMciwa/kuCa
sonde_noun	sonda
sonic_noun	Xvanika
sonorous_noun	Xvanika
soot_noun	kajjala
sophisticated_noun	pariRkqwa/gUDa/jatila
sorghum_noun	jvAra
sorption_noun	SoRaNa/cURaNa
sort_noun	CANtanA/CAztanA/CaNtAI/CANta
sorter_noun	CatAIkarwA/soYrtara/SAtiwra
sorting_noun	CatAI/SAtana
sound_noun	Xvani
sounder_noun	Xvaniwra/parijFApI/XvanIya
sounding_noun	parijFApana;_gamBIrawA_mApana/parijFApana/sArarUpa_roYketa_parijFApana
source_noun	s/Aowa/uxgama/srowa
sources_noun	swrowa
souvenir_noun	smArikA
sovereign_noun	aXirARtra/sampraBu/praBusawwAsampanna/praBuwvasampanna
sovereignty_noun	sampraBuwA/savocca_sawwA
sowing_noun	bovAI/buAI/ropAI
space_noun	anwarikRa/AkASa/anwarAla/xiksWAna/samaRti/anwara/sWAna/jagaha/rikwi/samiRta/nimagra
spacecraft_noun	anwarikRa_yAna
spacenet_noun	spesaneta
spacer_noun	anwarAlaka/anwarA
spaceship_noun	anwarikRa_yAna
spacewar_noun	anwarikRa_yuxva
spacing_noun	anwarAla/anwarAlana/xUrI/anwaraNa
span_noun	spEna/viswqwi
spange_noun	CiyAwuraI
spare_noun	awirikwa
spares_noun	awirikwa_hisse/purje
sparker_noun	sPuliMga_praxAyI
spathe_noun	SUkICaxa
spatial_noun	AkASIya/xigIya/sWAnika
spatially_noun	xigIya;_xigIyawa:
spatio-kinematic_noun	xikgawika
speaker_noun	aXyakRa/vakwA/1-_vakwA_2-_aXyakRa_(loka_saBA/viXAna_saBA_maNdala)
special_noun	viSeRa
specialised_noun	viSiRta
specialist_noun	viSeRajFa
specialization_noun	viSeRajFawA/viSeRIkaraNa/viSiRtIkaraNa
species_noun	prajAwi
specific_noun	ApekRika/viSiRta/viSeRa/vinixiRta/apekRiwa
specifically_noun	viSiRtawa:
specification_noun	vinirxeSa/viSifRta/viSiRti
specifications_noun	vinirxeSa
specified_noun	vinirxiRta
specimen_noun	namUnA/prawixarSa
spectacular_noun	Bavya/camawkArI/AScaryajanaka
spectra_UNDEFINED	spektrama
spectral_noun	varNakramI/spektramI
spectro-reflectometer_noun	spektramI_parAvarwanamApI
spectrograph_UNDEFINED	spektramaleKI
spectrograph_noun	spektrogrAPa
spectrometer_noun	spektramamApI/spektromItara/parAbEMganI_spektramamApI
spectrometry_noun	spektramamiwi
spectrophotometry_noun	spektramI_prakASamiwi
spectroscope_noun	spektramaxarSI
spectroscopic_noun	spektroskopika
spectroscopy_noun	spektrama_vijFAna/spektramikI
spectrum_noun	spektrama/varNakrama
speculation_noun	parikalpanA/sattA/atakala
speech_noun	BARaNa
speed_noun	cAla/gawi/raPwAra
spheleron_noun	sPeleroYna
sphere_noun	golA/golaka/golA_kRewra/vilagiwa_golA
spherical_noun	golAkAra/golIya
sphericity_noun	golasva/golAI
spherometer_UNDEFINED	golAImApI
spices_noun	masAleM
spike_noun	SUla
spillage_noun	CalakAva
spilliting_noun	vipAtana
spillway_noun	spilave/aXiplava_mArga
spin-polarized_noun	pracakraNa_Xruviwa
spin_noun	cakraNa/pracakraNa/PracavraNa/pracavraPaNa
spindle_noun	warku/wakuA
spinning_noun	pracakraNa
spiral_noun	peMcaxAra/sarpila
split-verticalphotograph_noun	UrXva_viBAjana_ciwra
split_noun	viBakwa/vipAtiwa
splitting_noun	PAdanA/vipAtana/cIranA/viKaNdiwa_karanA/viBAjiwa_karanA
spoiler_noun	apahAraka
spokesman_noun	pravakwA
sponge_noun	spaFja
sponsor_noun	prAyojaka/prAyojiwa_karanA
sponsored_noun	prAyojiwa/prAyojiwa_karanA
spontaneous_noun	svawa:pravarwiwa/svEcCika/sahaja-_svABAvika/wawkRaNa/wawkRaNika
spool_noun	caKa/spUla/valanI/PirakI/caraKI
spooler_noun	spUlaka
spooling_noun	spUlana
spore_noun	bIjANu
sports_noun	Kela-kUxa
sporulation_noun	bIjAnukajanana
spounding_noun	aNdajanana
spouse_noun	vivAhiwI/pawi_yA_pawnI
sprag_noun	guttI/roka
spray/sprayer_noun	PuhAra
spray_noun	PuhAra/SIkara/CidakAva
spraying_noun	CadakAva
spreadsheet_noun	viswqwa_spredaSIta
spring_noun	kamAnI/spiM_raga/sprigaM
springiness_UNDEFINED	lacIlepana
sprinkle_noun	CidakAva
sprinkler_noun	secaka
sprinkling_noun	PavvArA_siMcAI
sprintnet_noun	XAvaka_neta/spintaneta
sprouting_noun	afkuraNa
squad_noun	skavoYda/xaswA
squall_noun	caNdavAwa/JaFJAvAwa
square_noun	varga
squared_noun	ruNdiwa/vargiwa/sPUrwa
squeeze_noun	niRpIdana
squeezed_noun	nipIdiwa
squegging_noun	svaroXana
squib_noun	PulaJadI/skviba
stabiliser_noun	sWAyIkArI
stability_noun	sWAyiwva/sWirawA
stabilization_noun	sWirIkaraNa
stabilizer_noun	sWiraka
stack_noun	cattA/stEka/cimanI
staff_noun	amaMlA/karmacArI-varga/stAPa/karmacArI_varga
stage_noun	caraNa/steja/sWiwi/paxa/avasWA/rafgamaFca/prakrama/sopAna
staggered_noun	asamuKa
staggering_noun	sAnwaraNa/sAnwara_viwaraNa
stagnant_noun	ruxXa/sWira/niScala
stagnation_noun	gawiroWa/gawihInawA/gawiroXa/sampqkwA/gawi_SUnyawA/gawi_ruxXawA/niScalawA/avaruxXawA/pragawiroXa
stainless_noun	jafgaroXI/bexAga
stair_noun	sIDI/sopAna
stakeholder_noun	paNaXArI/stekaXAraka
stakeholders_noun	paNaXArI
staking_noun	sahArA_xenA
stalemate_noun	gawyavaroXa
stalk_noun	daNTa_la/vqnwa
stall_noun	stAla
stalling_noun	swamBana
stamens_noun	pufkesara
stamp_noun	tikata/stAmpa/mohara/muxrAfka
stamping_noun	mohara_lagAnA
standard_noun	mAnaka/pramANiwa/swara
standardisation_noun	mAnakIkaraNa
standardization_noun	mAnakIkaraNa
standby_noun	ApAwa_upayogI
standing_noun	sWAyI
star_noun	wAraka/wArA
starred_noun	wArAfkiwa
starter_noun	stArtara/pravarwaka
starvation_noun	aprApwi
state_noun	avasWA/rAjya_sWiwi/xaSA/hAlawa
statement_noun	kaWana_bayAna/vakwavya_vivaraNa/vakwavya/vivaraNa
statesman_noun	rAjamarmajFa
static_noun	sWira/sWEwika
statics_noun	sWiwi_vijFAna/sWEwikI
station_noun	keMxra/steSana/keMnxa
stationary_noun	acara/apragAmI/swabXa/acala/sWAnabaxXa/sWAyI/sWira/sWAvara
stationed_noun	niyukwa/wEnAwa
stationery_noun	leKana_sAmagrI/leKana-sAmagrI
statistical_noun	sAfKyikIya/sAMfKyakI
statistics_noun	sAfKyikI/Afkade/sAfKyikIya/sAMfKyakI/Akade
stator_noun	stetara/sWirAfga
statoscope_noun	sUkRma_vAyu_xAbamApI
status_noun	hEsiyawa/sAmAjika_sWiwi/avasWA/vaswusWiwi/sWiwi/prawiRTA
statute_noun	saMviXi/kAnUna
statutory_noun	sAMviXika/kAnUnI
stay_noun	roka/roka_xenA/roka_lagAnA
steady_noun	aparivarwiwa/sWira/sanwuliwa
steam_noun	BApa/vARpa
steel_noun	ispAwa/stIla
steeling_noun	ispAwA
steeloscope_noun	ispAwa_xarSI
steep_noun	sIXI_DAla/KadI_DAla
steepness_noun	uwpravaNawA/awipravaNawA/KadI_DalAna
steerability_noun	saFcAlanIyawA
steering_noun	saFcAlana/paricAlana
stellar_noun	wArakIya
stem_noun	wanA/xaNda
stencil_noun	steMsila
stenciling_noun	steMsilana
steno-typist_noun	steno-tAipista
steno_noun	steno/ASuleKaka
stenographer_noun	ASulipika/stenogrAPara
stenography_noun	ASulipi
stepper_noun	sopAnaka
stepping_noun	pEdI_banAnA
stepwise_UNDEFINED	kramavAra
steradian_UNDEFINED	sterediyana
stereo_noun	wrivima/stIriyo
stereotriplet_noun	wrivima_wrik
stereotyped_noun	rUDa/rUfDabaxXa
sterile_noun	rogANu_rahiwa
sterility_noun	anurvarawA/banXyawA/niRPalawA
sterilization_noun	nirjalIkaraNa/nirjarmIkaraNa/visafkramaNa/banXyakaraNa/nasabanxI
sterlization_noun	visafkramaNa
steward_noun	stuarda
stick_noun	stika/yoka
stiffener_noun	swamBaka
stiffness_noun	kadApana/xqDawA/xurnamyawA
stigma_noun	lAFCana/kalafka/XabbA/vawikAgra
stimulate_noun	uojiwa_karanA/uxxIpiwa_karanA/uxxIpwa_karanA
stimulated_noun	preriwa_karanA/prowsAhiwa_karanA
stimulation_noun	uojanA/uojana/uxxIpana
stipend_noun	vqwwawikA/vajIPA/vqwwikA
stipendiary_noun	vqfwwakAgrAhI/vEwanika
stipulate_noun	anuparNIZ/anubanXa_karanA
stipulated_noun	anubaxXa/nirxiRta/nirXAriwa
stipulation_noun	anubanXa
stipule_noun	anuparNa
stock-taking_noun	mAla_kI_padawAla/stoYka-milAna
stock_noun	sAmAna/mAla/stoYka/SeRa_mAla
stocker_noun	stoYkara
stockist_noun	stoYkista
stockman_noun	paSupAlaka
stoichiometric_noun	uciwa_wawvAnupAwI/rasa_samIkaraNamiwIya/stAikiyomiwIya
stoichiometry_noun	rasasamIkaraNamiwi/stAikiyomItrI/uciwa_wawvAnupAwikI
stomatal_noun	ranXI/stomI
stop_noun	roka/virAma
stoppage_noun	roka/virAma
stopway_noun	virAma_kRewra
storability_noun	BaNdAraNIyawA
storage_noun	BaNdAraNa/saFcayana/saFcaya/safgraha/safgrahaNa
store_noun	BaNdAra/BaNdAra_yA_BaNdAra_Gara
storeman_noun	BaNdArakarmI
stores_noun	sAmAna/sAmagrI/BaNdAra
storey_noun	mafFjala
storm_noun	JaFJAvAwa/wUPAna/pravAwa
straight_noun	qju/sIXA/sarala/KarA/spaRta
strain_noun	nasla/viBexa/vikqwi/aparUpaNaxXa/niRpIdana/wAna_vyavahAra/wanAva
strand_noun	lata/wanwu/rajjuka/strEnda
stranded_noun	PasA_haA/asahAya
strange_noun	apariciwa/viciwra
strangeness_noun	viciwrawA/viciwrAwA
stranger_noun	apariciwa/ajanabI
strap_noun	pattaka/PIwA/pattI
strata_noun	saMswara/swara
strategic_noun	yukwipUrNa
strategies_noun	yojanAeM/yuxXanIwi/raNanIwi/yuxXa_yojanA
strategy_noun	raNanIwi/kAryanIwi/yukwi
stratification_noun	swaraNa/swara_vinyAsa
stratifying_noun	swarIkaraNa
stratigraphically_noun	swarikIya
stratocumulus_noun	swarI_kapAsI
stratopause_noun	samawApa_sImA
stratosphere_noun	samawApa_maNdala/samawApamaNdala/stretosPiyara
stratospheric_noun	samawApamaNdalIya
streaking_noun	XArI_padanA
stream_noun	sariwA/XArA/nAlA
streamer_noun	jyowi_kewu
streamline_noun	supravAhI_banAnA/XArAreKiwa/suvAhya
streamlining_noun	safgawa_banAnA
strength_noun	bala/Sakwi/sArmaWya/sAmarWya/wIvrawA/prabalawA/sAnxraNa/sakriyawA/sAmaWrya/safKyA
strengthen_noun	majabUwa_karanA/samarWa_banAnA/saSakwa_karanA
strengthening_noun	suxqDa_banAnA/xqDIkaraNa/prabalana
strenuous_noun	SramasAXya
stress_noun	jora_xenA/bala_xenA/prawibala/prawyAbala/xabAva/stresa/prawibalawA
stretch_noun	KiMcAva/PElAva
stretcher_noun	strecara
striation_noun	XArI
strict_noun	kadA/kaTora/saKwa/xqDa
strictly_noun	saKwI_se/kaTorawA_se/vAswava_meM/xqDawApUrvaka
strictness_noun	saKwI/kaTorawA/xqDawA
stricture_noun	avakRepa_(viXi)
strides_noun	weja/wIA_gawi
strike_noun	hadawAla/ApAwa_karanA
string_noun	dorI/wAra/wanwu/ladI/SrqfKalA/rajju/rajju_mAlA
stringency_noun	kaTorawA/kadApana/wafgI
stringer_noun	Putakara_saMvAxaxAwA/stiM_ragara/nirAkuFcaka/rajjuka
strip_noun	pattI/pawwI
strive_noun	prayAsa_karanA
stroboscope_noun	stroboskopa
stroke_noun	AGAwa/praGAwa/stroka
strong_noun	prabala
structural_noun	saMracanAwmaka
structurals_noun	saMracanA_upAxAna
structure_noun	DAFcA/saMracanA/banAvata/racanA/nirmANa/nirmiwa
structures_noun	saMracanAeM
struggle_noun	safGarRa
stub_noun	sWUna
stubble_noun	DUzTa/mUdI/mUda
stubborn_noun	jixxI/haTI
studding_noun	jadA_huA
student_noun	vixyArWIZ/CAwra
studies_noun	aXyayana
studio_noun	stUdiyo
studios_noun	aXyayanaSIla/pariSramI
study_noun	aXyayana
stuff_noun	sAmagrI
stupendous_noun	vismayakArI_bqw
sturdiness_noun	SakwimawwA
style_noun	SElI/Dafga
stylus_noun	kaNtikA/anI/SUka
styrene_noun	stAirIna
sub-angular_noun	upa-_koNIya
sub-assembly_noun	upa-sajjIkara/upasaMyojana
sub-clause_noun	upa-KaNda
sub-committee_noun	upa-samiwi
sub-constellation_noun	upawArAmaNdala
sub-contract_noun	upa-TekA/upa-saMvixA
sub-directory_noun	upa-nixeSikA
sub-district_noun	upa_jLlA
sub-division_noun	upapraBAga/sabadivIjana/upaKaNda/upaviBAjana
sub-head_noun	upa-SIrRa
sub-heading_noun	upaSIrRa
sub-lease_noun	upa_pattA/SikamI_pattA
sub-rounded_noun	lagaBaga_golAkAra
sub-rule_noun	upa_niyama
sub-scale_noun	upa_pEmAnA/upa_mApanI
sub-section_noun	upa-XArA
sub-soiling_noun	avaBUmi
sub-system_noun	upa-wanwra
sub-tributary_noun	upa-sahAyaka_naxI
sub-tropical_noun	upoRNa
sub_noun	upa/apa
subclass_noun	upavarga/upaEoNI
subedar_noun	sUbexAra
subject_noun	viRaya/nAgarika
subjective_noun	AwmaniRTa/vyakwiparaka
subjects_noun	prajA
subjudice_noun	nyAyAXIna
subletting_noun	upa-kirAexArI/upaBAdA
sublimation_noun	UrXva_pAwana
subluminal_noun	sabalyUminala/avaprakASa_gawika
submerged_noun	nimajjiwa/dUbA_huA/jalamagna/nimagna
submergence_noun	jalaplAvana/jalamagnAvasWA/nimajjana
submicron_noun	sabamAikroYna
submillimeter_noun	sabamilImItara
submission_noun	nivexana/aXInawA_svIkAra_karanA/praswuwIkaraNa/peSI/aXInawA/praswuwa_karanA/praswuwi
submissive_noun	vinIwa/vinamra
submit_noun	praswuwa_karanA/nivexana_karanA/upasWiwa_karanA
submultiples_noun	apavarwaka
subnet_noun	upajAla
subordinate_noun	aXInasWa/aXIna/mAwahawa
subprogramme_noun	upaprogrAma
subroutine_noun	upanemakA/sabarUtIna
subsatellite_noun	anu-upagraha/grahaCAyA
subschema_noun	upavivaraNikA
subscribe_noun	aMSaxAna_karanA/canxA_yA_Sulka_xenA/grAhaka_bananA/samarRana_karanA/sahamawa_honA/haswAkRara_karanA
subscript_UNDEFINED	pAxAkRara/nimnaRTa/aXoliKiwa
subscript_noun	pAxAkRara/pAxAfka
subscription_noun	aBixAna/Sulka/aMSaxAna/afBaxAna_canxA
subsemigroup_noun	upArXa_samUha
subsequant_noun	paravarwI
subsequent_noun	bAxa_kA/uwwaravarwI/anuvarwIZ/uwwaraBAvya_(viXi)
subsequently_noun	bAxa_meM/wawpaScAw
subsidence_noun	avawalana
subsidiary_noun	gONa/sahAyaka/samanuRafgI_(viXi)
subsidise_noun	ArWika_sahAyawA_xenA/imaxAxa_xenA
subsidised_noun	imaxAxI/ArWika_sahAyawA-prApwa
subsidy_noun	imaxAxa/ArWika_sahAyawA/sahAyikI
subsistence_noun	nirvAha
subsititute_noun	ekjI/prawisWAnI/prawisWApiwa_karanA
subsoil_noun	avamqxA
subsonic_noun	avaXvAnika
substance_noun	paxArWa/sAra/xravya
substandard_noun	avamAnaka
substantial_noun	paryApwa/BarapUra/samqxXa/sAraBUwa/sAravAna/sArapUrNa
substantially_noun	paryApwa_mAwrA_meM
substantiate_noun	siXxa_karanA/sixXa_karanA/puKwA_karanA
substantive_noun	mOlika/mUla
substellar_noun	upawArakIya
substitute_noun	evajI/sWAnApanna/prawisWApana
substitution_noun	prawisWApana/ke_sWAna_para_raKanA
substrate_noun	avaswara/aXa:swara
substring_noun	uparajju
substructure_noun	upasaMracanA
subsystem_noun	upawanwra
subtracter_noun	vyavakaliwra
subtraction_noun	vyavakalana
subtractive_noun	viyojanI/vyavakalanAwmaka
subtree_noun	upavqkRa/upawarU
suburb_noun	upanagara
suburban_noun	upanagarIya
subvention_noun	rAjakIya_sahAyawA/ArWika_sahAyawA
subversion_noun	XvaMsa
subvert_noun	XvaMsa_karanA
subway_noun	surafgamArga
succeeding_noun	anuvarwI/uwwaravarwI/uwwaravarwIZ
successes_noun	saPalawAeEYM
succession_noun	uwwarAXikAra/uwwaravarwana
successive_noun	uwwarowwara/Anukramika
successor_noun	uwwarAXikArI
succour_noun	sahAyawA/sahAyawA_praxAna_karanA
suceptible_noun	sugrAhya
sucking_noun	cURaka
suction_noun	cURaNa/cURaka/karRaka
sue_noun	mukaxamA_calAnA/vAxa_calAnA
suffer_noun	sahanA/pIdLwa_honA
suffering_noun	kaRta/pIdA
sufficient_noun	paryApwa
suffix_noun	anuyojana/anwa_meM_jodanA
suffrage_noun	mawAXikAra
suggestion_noun	suJAva
suggestive_noun	sAfkewika/vyaFjanAwmaka
suicide_noun	AwmahawyA
suit_noun	xAvA/mukaxamA/vAxa/upayukwa/anukUla
suitability_noun	upayukwawA/anukUlawA/Ociwya
suite_noun	sarvAfga
suited_noun	upayukwa
sullage_noun	avajala
sulphate_noun	poetESiyama_salPeta
sulphur_noun	ganXaka/salPara
sum_noun	rASi/rakama/yogaPala/joda
summarily_noun	sarasarI_wOra_para/safkRepa_meM
summarization_noun	safkRepaNa
summarize_noun	safkRepa_karanA
summary_noun	sArAMSa
summer_noun	safkaliwra
summit_noun	SiKara
summon_noun	AhavAna_karanA
summons_noun	sammana
sun_noun	sUrya
sundry_noun	Putakara/viviXa
sunfower_noun	sUrajamuKI
sunglass_UNDEFINED	XUpa_kA_caSmA
super-storm_noun	aXiwUPAna/aXiJaFJAvAwa
super-tax_noun	aXikara
super_noun	awi/supara
superannuation_noun	aXivafrRawA
superblock_noun	aXiKaNdaka
supercharger_noun	aXiBaraka/aXiBariwra
supercooling_noun	awiSIwalA
superficial_noun	UparI/bAharI/sawahI
superfluous_noun	awirikwa
superimpose_noun	aXyAropaNa_karanA
superintendence_noun	aXIkRaNa
superintendent_noun	aXIkRaka/aXInasWa_leKA_sevA_aXIkRaka
superior_noun	variRTa/ucca
superiority_noun	variRTawA
supernumerary_noun	aXisafKya
superpose_UNDEFINED	saMyojiwa/aXyAropiwa
superposition_UNDEFINED	aXyAropaNa
superposition_noun	aXyAropaNa
superscribe_noun	Upara_liKanA
superscription_noun	uparileKa/uparileKana/pawA
supersede_noun	aXikramaNa/aXikramaNa_karanA
supersession_noun	aXikramaNa
supersonic_noun	karwAwIwa/parAXvanika
superstructure_noun	UparI_DAcA/aXiracanA
superuser_noun	sarvocca_prayokwA
supervise_noun	paryavekRaNa_karanA
supervision_noun	paryavekRaNa/xeKareKa
supervisor_noun	paryavekRaka/suparavAijara
supervisory_noun	paryavekRI
supplement_noun	pariSiRta/pUraka/anupUraka_(viXi)/jodanA/anupUraNa
supplementary_noun	anupUraka/pUraka
supplier_noun	praxAyaka/pUrwikAra
supply_noun	ApUrwi/pUrwi/praxAya/samBaraNa/praxAna_karanA/saplAI
support_noun	Alamba/AXAra/teka/sahAyawA/samarWana/Alamba_lagAnA
supporter_noun	samarWaka
suppress_noun	xamana_karanA/xabAnA/CipAnA
suppression_noun	aXikramaNa/aXilafGana/xamana/niroXa
suppressor_noun	niroXI
supremacy_noun	savoccawA
supreme_noun	savocca
surcharge_noun	aXiBAra
surcharged_noun	aXiBAriwa
surety_noun	jamAnawa/prawiBU/prawiBU_/jAmina_jamAnawa
surf_noun	sarPa
surface_noun	pqRTa/sawaha/sawahI/bahiswala/XarAwala
surfacing_noun	pqRTana
surfing_noun	saPirfga/sarPana
surge_noun	sarja/prowkarRa
surgeon_noun	Salya-cikiwsaka/sarjana
surgery_noun	Salya-cikiwsA/sarjarI
surname_noun	kulanAma
surplus_noun	aXiSeRa/awirikwa/AXikya
surrender_noun	aByarpaNa
surrenders_noun	aByarpiwa_rASiyA
surrounding_noun	pariveSa
surroundings_noun	pariveSa/Asa-pAsa_kA
surtax_noun	awikara
surveillance_noun	cOkasI/nigarAnI
survey_noun	sarvekRaNa
surveyer_noun	sarvekRaka
surveyor_noun	sarvekRaka
survival_noun	jIviwa_rahanA/uwwarajIviwA
surviving_noun	uwwarajIvI/avaSiRta
survivor_noun	uwwarajIvI
susceptibility_noun	cumbakIya_pravqwwi/cumbakIya_sugrAhiwA/grahaNaSIlawA/pravaNawA/AgrAhiwA
