A-level_noun	ucca_swarIya
vanishing-point_noun	vaha_binxu_jahAz_samAnAnwara_reKAez_milawI_prawIwa_ho
vanishing_noun	lopa
vanity_noun	garva/xiKAvA/nirarWakawA/GamaNda/asArawA
vanquisher_noun	vijewA
vantage-point_noun	pramuKa_sWAna
vantage_noun	SreRTawA/lABapraxa_sWiwi/lABapraxa_avasara
vapidity_noun	PIkApana/nIrasawA
vapidness_noun	PIkApana/nIrasawA
vaporing_noun	SeKI
vaporisation_noun	vARpIkaraNa
vaporiser_noun	vARpiwra
vaporization_noun	vARpIkaraNa
vaporizer_noun	vARpiwra
vaporousness_noun	XuzXalApana
vapors_noun	viRAxa
vapour_noun	vARpa
vapourousness_noun	XuzXalApana
vapours_noun	viRAxa
varan_noun	varAna
variability_noun	parivarwanaSIlawA/BinnawA/asamawalawA
variable_noun	parivarwI_wAraka/parivarwI_rASi/parivarwanaSIla_vaswu/cara_rASi
variableness_noun	parivarwanaSIlawA/BinnawA
variance_noun	viBexa/raxxobaxala/Perabaxala/parivarwanaSIlawA/mawaBexa/BinnawA/asafgawI/asahamawi
variant_noun	BinnarUpa/asafgawi
variation_noun	viviXawA/viBinnawA/raxxobaxala/Perabaxala/parivarwana_rUpa/parivarwana/BinnawA
varicella_noun	CotI_mAwA
varicocele_noun	vqRaNa-SirApasPIwi
varicose-veins_noun	sPIwa
varicosis_noun	SirApasPIwi
varicosity_noun	SirApasPIwi
variedness_noun	BinnawA
variegation_noun	viviXIkaraNa/rafgabirafgApana
variety-store_noun	viBinna_cIjoM_vAlI_xukAna
variety_noun	viviXawA/viviXa_prakAra/viBinna_prakAra/vErAitI_So/rafgArafga/prakAra/prajAwi/kisma/aneka_prakAra/viviXa_manoraFjana
variola_noun	cecaka/badI_mAwA
variolation_noun	masUrikAkaraNa
variolisation_noun	masUrikAkaraNa
variolization_noun	masUrikAkaraNa
variometer_noun	veriyomItara/BinnawAmApI
varlet_noun	xuRta/vAraleta
varment_noun	XUrwa_hiMsra_paSu
varmint_noun	XUrwa_hiMsra_paSu
varnish_noun	vArniSa/rogana
varnisher_noun	vArniSa_karane_vAlA
varsity_noun	yUnivarsitI/viSvavixyAlayIna_xala/viSvavixyAlaya
vascularisation_noun	vAhikAvarXana
vascularity_noun	vAhikAmayawA
vascularization_noun	vAhikAvarXana
vasculitis_noun	rakwavAhikA-praxAha
vase_noun	PUlaxAna/gulaxAna
vasectomy_noun	nasabanxI/SukravAhikocCexana
vaseline_noun	vEsalina
vasoconstriction_noun	vAhikAsafkIrNana
vasoconstrictive_noun	vAhikAsafkIrNaka
vasoconstrictor_noun	vAhikAsafkIrNaka
vasodilation_noun	vAhikAvisPAra
vasodilative_noun	vAhikAvisPAraka
vasodilator_noun	vAhikAvisPAraka
vasosection_noun	SukravAhikACexana
vasotomy_noun	SukravAhikACexana
vasovasostomy_noun	punarsuXAra-SukravAhikACexana
vasovesiculitis_noun	SukravAhikA-praxAha
vassal_noun	jAgIraxAra/BUmiXara
vassalage_noun	xAsawva/xAsawA
vastness_noun	viswAra/viSAlawA
vat_noun	kuNda/tafkI
vatican_noun	vEtikana
vaticination_noun	BaviRyavANI
vaticinator_noun	BaviRyaxraRtA
vaudeville_noun	viviXa_manoraFjana/vadevila
vaudevillian_noun	vadevila_kalAkAra
vault_noun	meharAbI_Cawa/wahaKAnA/surakRA-kakRa/Sava-kakRa/bAXA_ke_Upara_se_CalAzga/CalAzga
vaulter_noun	kUxane_vAlA
vaulting-horse_noun	kuxAna-GodA
vaulting_noun	meharAba/CalAzga
vaunt_noun	SeKI
vaunter_noun	SeKIbAja
veal_noun	baCade_kA_mAzsa/baCade_kA_mAMsa
veau_noun	baCade_kA_mAMsa
vector_noun	vektara/saxiSa/rogANuvAhaka/niSciwa_mAwrA_vAlI_rASi/vAyumArga/rogavAhaka
veering_noun	mudanA/moda
veery_noun	vIyarI
vegan_noun	SAkAhArI/vIgana
vegetable_noun	vanaspawi/SAkAhArI/sabjI/peda_pOXA/jada_vyakwi/SAka_sabjI/mAnasika_rUpa_se_niRkriya
vegetarian_noun	SAkAhArI
vegetarianism_noun	SAkAhAra_meM_viSvAsa/SAkAhAravAxa
vegetation_noun	pOXoM_kI_vqxXi/vanaspawi_pravarXana/vanaspawi/peda-pOXe
veggie_noun	SAkAhArI/sabjI
vehemence_noun	pracaNdawA/wIvrawA
vehicle_noun	vAhana/savArI/yAna/vAhaka/saMvAhaka/mAXyama/gAdI
veil_noun	GUfGata/GUzGata/Ada/AcCAxana/parxA
veiling_noun	jAlI
vein_noun	SirA/XArI/SElI/pasalI/parSukA/vyApwa_guNa/manoxaSA
velar_noun	kaNTya
velcro_noun	velkro
veld_noun	GAsa_kA_KulA_mExAna
veldt_noun	GAsa_kA_KulA_mExAna
vellication_noun	Padakana
vellum_noun	carmavaw_kAgaja/carma_pawra
velocipede_noun	wipahiyA_sAikala/pEdalaxAra_wipahiyA_gAdI
velocity_noun	vega/gawi
velodrome_noun	velodroma
velour_noun	maKamala_jEsA_kapadA
velours_noun	maKamala_jEsA_kapadA
veloute_noun	saPexa_sasa
velum_noun	komala_wAlu/guNTikA/AMSika_guNtikA
velvet_noun	maKamala
velveteen_noun	kqwrima_maKamala
vena_noun	SirA
venality_noun	BraRtaNIyawA/bikAUpana
venation_noun	SirA-vinyAsa
vendee_noun	KarIxAra
vender_noun	vikrewA
vendetta_noun	puSwEnI_JagadA/kulabEra
vendibles_noun	wijArawI_mAla
vending-machine_noun	vENdifga_maSIna{sikkA_dAlane_para_grAhakoM_ko_mAla_beca_xene_vAlI_maSIna}/vikraya_maSIna
vending_noun	mAla_becanA
vendition_noun	mAla_becanA
vendor_noun	vikrewA
vendue_noun	nIlAmI
veneer_noun	mulammA/sajAvatI_parawa
veneering_noun	mulammA
venepuncture_noun	SirAveXana
venerability_noun	SraxXeyawA
venerable_noun	venarebala
venerableness_noun	SraxXeyawA
veneration_noun	Axara/SraxXA
venerator_noun	SraxXAlu
venereal-diseases_noun	rawi_roga
venesection_noun	SirAveXana
venetian-blind_noun	JilamilIxAra_cika
vengeance_noun	prawihiMsA/prawiSoXa/baxalA
vengefulness_noun	prawiSoXiwA
venipuncture_noun	SirAveXana
venisection_noun	SirAveXana
venison_noun	hirana_kA_mAzsa/hiraNa_kA_mAMsa
venogram_noun	SirAleKa/SirAciwra
venography_noun	SirAleKana/SirAciwraNa
venom_noun	viRa/vixveRa
vent-hole_noun	vAyumArga
vent_noun	Cixra/vAyumArga/aBivyakwi_mArga/janwu_ka_guxA/kapade_yA_kota_meM_Cexa
venter_noun	wonxa/uxara/peta/kahane_vAlA/garBa
venthole_noun	vAyumarga
ventilation_noun	havA_xenA/saMvAwana
ventilator_noun	JaroKA/saMvAwaka
ventricle_noun	hqxaya_ke_nicale_BAga_kA_koRa/nilaya/hqwnilay
ventriculus_noun	peRaNI
ventriloquism_noun	XvanixUrAnwaraNa/peta_bolI
ventriloquist_noun	waraha_waraha_kI_AvAjeM_nikAla_sakanevAlA/peta_bolA
ventriloquy_noun	XvanixUrAnwaraNa/peta_bolI
venture_noun	sAhasika_kArya/upakrama
venturer_noun	upakrama_vyApArI/joKima_uTAne_vAlA
venturesomeness_noun	sAhasikawA
venue_noun	sWala/GatanAsWala/sWAna/mukaxame_kA_sWAna
venula_noun	SirikA
venule_noun	SirikA
venus_noun	rawi_xevI
veracity_noun	saccAI/sawyawA
veranda_noun	barAmaxA
verandah_noun	barAmaxA
verb_noun	kriyA/kriyApaxa
verbal-noun_noun	kriyApaxa
verbalisation_noun	SAbxika_aBivyakwi
verbaliser_noun	vakwA
verbalism_noun	SabxAdambara/aBivyakwi
verbalization_noun	SAbxika_aBivyakwi
verbalizer_noun	vakwA
verbena_noun	ganXaveNu
verbiage_noun	vAgviswAra/Sabxa-vinyAsa/SabxAdambara
verbolatry_noun	Sabxa-swuwi
verboseness_noun	SabxAdambarapUrNawA/SabxabahulawA
verbosity_noun	SabxAdambarapUrNawA/SabxabahulawA
verdancy_noun	hariyAlI
verdict_noun	PEsalA/aBinirNaya/paFcAyawa_kA_vicAra
verdigris_noun	wAmrakitta
verdure_noun	hariyAlI
verge_noun	kinArA/rAjaxaNda/kagAra/GAsa_kA_kinArA/kinArA[roda_kA]/GAsa_kI_pattI
verger_noun	pAxarI_ke_Age_daNdA_lekara_jAne_vAlA_vyakwi/rAjaxaNdaXArI/girajAGara-karmacArI
verification_noun	sawyApana/pramANana
verifier_noun	sawyApaka/pramANaka
verisimilitude_noun	sawya_kA_ABAsa/sawyABAsa
verity_noun	sawyawA/SASvawa_sawya
vermicelli_noun	sevaI/sevaIM/cakaleta_ke_bArIka_tukade
vermicide_noun	kqminASaka
vermiculation_noun	kramAfkucana/kqmila_sajjA
vermiculite_noun	varmIkyUlAita
vermifuge_noun	kqmihara_ORaXi
vermilion_noun	sinxUrI_rafga/sinxUra
vermin_noun	kIde_makode/nASaka_jIva/kIde-makode/baxamASa
vernacular_noun	viSiRta_SabxAvalI/sAXAraNa_gqha-nirmANa_vAswukalA/xeSI_BARA
vernation_noun	kisalaya_vinyAsa
veronica_noun	veronikA
versatility_noun	anya_viRaya_ko_vicArane_kI_Sakwi/prawiBA
verse_noun	kaviwA/paxya/Canxa/anuvAkya
versification_noun	Canxa_racanA
versifier_noun	wukabanxa
version_noun	saMskaraNa/rUpa/anUxiwa_puswaka/vqwAnwa/Avqwwi
verso_noun	vAma_pqRTa/bAyAz_pqRTa
vertebra_noun	rIda_kA_joda/kaSeruka
vertebrate_noun	kaSerukI_janwu
vertex_noun	wriBuja_kA_SIrRa/SIrR/koNabinxu/SiKara
vertical_noun	lambamAna_avasWA
verticality_noun	UrXvawA
verticalness_noun	UrXvawA
vertigo_noun	cakkara/cakkara_AnA_kI_bImArI{UzcAI_para}
vervain_noun	ganXaveNu
verve_noun	uwsAha/joSa
vervet_noun	varvata_vAnara
vesicant_noun	uwsPotaka
vesicatory_noun	uwsPotaka
vesicle_noun	CotA_ASaya/vAyukoSa/PaPolA/CAlA
vespers_noun	girajAGara_meM_sAyafkAla_kI_prArWanA
vessel_noun	powa/pAwra/nalikA/barwana
vest_noun	afgaraKA/vAskata/baniyAna/baNdI
vestal_noun	paviwra_swrI
vested-interest_noun	nihiwa_svArWa
vestibule_noun	dyoDI/praveSakakRa/praGANa/galiyArA/prakoRTa
vestige_noun	paxAfka/niSAna/leSa
vestiture_noun	vaswra
vestment_noun	afgaraKA/pUjA_pariXAna
vestry_noun	girajAGara_meM_pAxariyoM_kA_saMlagna_vaswrAlaya/vestrI/pUjA-sAmagrI_kakRa/girajA-sevA_prawiniXimaNdala
vestryman_noun	vestrI_kA_saxasya
vestrywoman_noun	vestrI_kI_saxasyA
vesture_noun	poSAka/pariXAna
vet_noun	paSu_cikiwsaka/sevAnivqwwa_sEnika/anuBavI_vyakwi
vetch_noun	matara_jAwi_kA_pOXA/SimbI_pAxapa
veteran_noun	sevAnivqwwa_sEnika/purAnA_sipAhI/anuBavI_vyakwi/anuBavI
veterinarian_noun	paSu_cikiwsaka
veterinary_noun	paSu_cikiwsaka
veto_noun	prawiniReXa/vIto/niReXAXikAra
vexation_noun	kleSa/sanwApa/pareSAnI/KIJa
vexer_noun	pareSAna_karane_vAlA/KiJAne_vAlA
viability_noun	vyAvahArikawA/jIvanakRamawA
viaduct_noun	pula/mArga_sewu
vial_noun	SISI
viand_noun	susvAxu_KAxya_paxArWa
vibe_noun	siharana
vibes_noun	vAibsa
vibist_noun	vAibsavAxaka
vibraharp_noun	vAibrAhArpa
vibrancy_noun	gUzja
vibraphone_noun	jalawarafga_jEse_vixyuwa_vAxya/vAibrAPona
vibraphonist_noun	vAibrAPonavAxaka
vibration_noun	spanxana/xolana/WaraWarI/siharana/kampana
vibrato_noun	gitakirI
vibrator_noun	kampiwra/kampAyamAna_upakaraNa
vibrio_noun	vakrANu/lolANu
vibrion_noun	vakrANu/lolANu
vibrissa_noun	xqDaroma/nAsAloma
vicar_noun	vikAra{carca_meM_pujArI}
vicarage_noun	pAxarI_kA_nivAsa-sWAna
vicariate_noun	upaXarmaprAnwa
vicarship_noun	purohiwASrama
vice-presidency_noun	uparARtrapawiwva/uparARtrapawi-kAla
vice-regent_noun	vAisa-rIjeNta/uparAjapa
vice_noun	vyasana/xurAcAra/SikaFjA/cariwrahInawA/burI_Axawa/avaguNa
vicereine_noun	vAisaraya_kI_pawnI
viceroy_noun	rAjapAla/vAisaraya
viceroyalty_noun	vAisarayaltI
viceroyship_noun	vAisaraya_kA_paxa
vicinity_noun	pAsa/adosa_padosa/ilAkA
vicious-circle_noun	xuScakra
viciousness_noun	krUrawA
vicissitude_noun	uwAra_caDAva/parivarwana/heraPera
victim_noun	SikAra/SikAra_vyakwi/pIdiwa/bali/pIdiwa_vyakwi
victimisation_noun	awyAcAra
victimiser_noun	kaRta_xene_vAlA
victimization_noun	awyAcAra
victimizer_noun	kaRta_xene_vAlA
victor_noun	vijewA
victoria_noun	viktoriyA
victory_noun	vijaya/jIwA
victual_noun	AhAra
victualer_noun	sarAya_vAlA/rasaxa-samBaraka
victualler_noun	sarAya_vAlA/rasaxa-samBaraka
victuals_noun	AhAra
video-cassette-recorder_noun	vI.sI.Ara.
video-game_noun	vIdiyo_gema{parikalana_yanwra_se_Kelane_kA_Kela}
video_noun	vIdiyo/vI.sI.Ara/vIdiyo{xqSya}
videocassette_noun	vIdiyokEseta
videodisc_noun	vIdiyo_diska
videodisk_noun	vIdiyo_diska
videotape_noun	vIdiyo_tepa/vIdiyotepa
view_noun	xqRti/xqSya/xqRtikoNa/xqRipaWa/vicAra/rUKa/najara/mawa/KAkA/JafkI/irAxA/citra/avalokana
viewdata_noun	vyUdAtA
viewer_noun	xarSaka/vyUara
viewfinder_noun	xqSyaxarSI
viewing_noun	Soka-praxarSana/praxarSana
viewpoint_noun	xqSya_jo_sugamawA_se_xeKA_jA_sake/xqRtikoNa/najariyA
vigil_noun	jAgaraNa/rawajagA/cOkasI
vigilance_noun	sAvaXAnI/sawarka_xqRti/sawarkawA
vigilante_noun	nigarAnI-samiwi_saxasya
vigilantism_noun	sawarkawA
vignette_noun	mAnapawra_para_kA_belabUtA/Sabxa-ciwra/laGuciwra/ciwra
vigor_noun	prabalawA/joSa
vigorish_noun	awyaXika_byAja-xara
vigour_noun	Sakwi/wAkawa/joSa/praBAva
vileness_noun	xveRapUrNawA/xuRtawA/jugupsA
vilification_noun	ninxA/mAnahAni
vilifier_noun	ninxaka
villa_noun	bafgalA/xehAwI_bazgalA/vilA/PArma_hAUsa/gqha
village_noun	gAzva
villager_noun	grAmINa/gAzva_vAlA
villain_noun	KalanAyaka/baxamASa
villainess_noun	KalanAyikA
villainousness_noun	KalanAyakawva/baxamASI
villainy_noun	KalanAyakawva/baxamASI
villein_noun	kqRixAsa
villoma_noun	afkurakArbuxa
vim_noun	Sakwi/joSa
vindication_noun	nyAya_sWApanA/samarWana/prAmANikawA
vindicator_noun	prawisamarWaka
vindictiveness_noun	prawiSoXiwA
vine_noun	xrAkRA/lawA/afgUra_kI_bela
vinegar_noun	sirakA
vinegariness_noun	sirake_jEsA_KattApana
vinegarishness_noun	sirake_jEsA_KattApana
vinery_noun	afgUra_kA_bagIcA
vineyard_noun	afgUra_kA_bAga/afgUra_kA_bagIcA
vingt-et-un_noun	vingta-eta-ana
viniculture_noun	afgUra_kI_KewI
viniculturist_noun	afgUrakqRaka/afgUra_kI_KewI_karane_vAlA
vintage_noun	xrAkRirA-varRa/xrAkRirA/xrAkRA_saFcayanakAla/purAnA_vAhana/afgUra_ikaTTA_karane_kA_samaya
vintager_noun	xrAkRAsaFcayaka
vintner_noun	afgUrI_SarAba_becanevAlA/xrAkRA_vyApArI/vAina_kA_vyApArI/vAina_banAne_vAlA
vinyl_noun	vinAila
viol_noun	vAyal
viola_noun	eka_prakAra_kI_badI_bela/vAyalA/belA
violation_noun	ullaMGana/wodanA/aparAXa
violator_noun	ullafGana_karane_vAlA/balAwkArI
violence_noun	hiMsA/wIvrawA/vega/ugrawA/ugra_vyavahAra/pracaNdawA/nirAxara/bala_prayoga
violet_noun	bEfganI/vAyaleta/banaPSA/eka_prakAra_kA_PUla
violin_noun	sArafgI/vAyalina/belA
violinist_noun	sArafgI_belA_Axi_bajAne_vAlA/vAyalinavAxaka
violoncello_noun	belA
viosterol_noun	vAistarala
viper_noun	sAzpa/xagAbAja/vAipara
viraemia_noun	viRANurakwawA
virago_noun	caNdI
viremia_noun	viRANurakwawA
virgin_noun	kuzvArI
virginity_noun	kuzArApana/kOmArya
virgule_noun	wiryaka_niSAna
viricide_noun	viRANunASaka
viridity_noun	hariyAlI
virilisation_noun	pOruRIkaraNa
virility_noun	pOrURa
virilization_noun	pOruRIkaraNa
virino_noun	vAirino
virion_noun	vAiriyana
viroid_noun	vAirAida
virologist_noun	viRANuvijFAnI
virology_noun	viRANuvijFAna
virtue_noun	guNa/saxguNa/nEwikawA/nEwika_guNa
virtuosity_noun	kOsala
virtuoso_noun	guNI_kalAkAra/xakRa_safgIwajFa/pravINa
virtuousness_noun	saxAcAriwA
virucide_noun	viRANunASaka
virulence_noun	ugrawA/aniRtakarawA
virulency_noun	ugrawA/aniRtakarawA
virus_noun	CUwa_ke_rogoM_kA_viRa/viRANu/vAirasa/vAyarasa
virusoid_noun	vAirasAida
vis-a-vis_noun	prawirUpa/CotA_soPA
visa_noun	vIsA
visage_noun	muKa_Cavi/muKa-muxrA/ceharA
viscera_noun	anwarAfga
viscidity_noun	lasIlApana/cipacipAhata
viscidness_noun	lasIlApana
viscometer_noun	SyAnawAmApI_yanwra/lasIlApana-mApaka_yanwra
viscometry_noun	SyAnawAmiwi
viscosimeter_noun	lasIlApana-mApaka_yanwra
viscosimetry_noun	SyAnawAmiwi
viscosity_noun	gADApana
viscount_noun	ifglENda_meM_eka_amIra_kI_paxavI/vAikAuNt
viscountcy_noun	vAikAuNta_paxa/vAikAuNta_kI_upAXi
viscountess_noun	vAikAuNtesa/vAikAuNta_kI_pawnI
viscousness_noun	gADApana
viscus_noun	anwarAfga
vise_noun	SikaFjA
visibility_noun	xiKanA/xqSyawA/xqRtigocarawA/prawyakRawA
visibleness_noun	xqSyawA
vision_noun	xqRti/xUraxarSiwA/xqSya/svapna/Jalaka/alOkika_sOnxarya
visionary_noun	xivyaxarSI/svapnaxarSI/avyAvahArika_vyakwi/KayAlI_pulAva_pakAne_vAlA
visit_noun	xarSana/walASI/sEra/mulAkAwa/muAinA/BramaNa/BeNta/bAwacIwa
visitant_noun	awiWi
visitation_noun	parixarSana/xEvaxurvipAka/prAxurBAva/nirIkRaNa/musIbawa/mulAkAwa/BUwa_kA_aprawyASiwa_prakatana/xEva_xurvipAka
visiting-card_noun	paricaya_kArda
visiting_noun	mulAkAwa
visitor_noun	xarSaka/pravAsI_cidiyA/paryataka/milanevAlA/BeNta_karanevAlA
visor_noun	helameta_kA_agraBAga/kinArA/kavaca_kA_muKa-BAga
vista_noun	warupafkwi_kA_xqSya/vIWI/parixqSya
visual-display-unit_noun	Afkade_praxarSana_kI_kampyUtara_kI_skrIna
visual_noun	wasvIra
visualisation_noun	mAnasika_ciwraNa/mAnasa_xarSan
visualiser_noun	kalpanA_karane_vAlA_vyakwi
visualization_noun	mAnasa_xarSana
visualizer_noun	kalpanA_karane_vAlA_vyakwi
vital-statistics_noun	swrI_ke_vakRasWala/kamara_va_kUlhoM_kA_nApa
vitalisation_noun	jIvanaSakwisampanna_honA
vitaliser_noun	jIvanaxAwA
vitalism_noun	jIvavAxa
vitalist_noun	jIvavAxI
vitality_noun	sPUrwi/uwsAha/prANaSakwi/jIvanakRamawA
vitalization_noun	jIvanaSakwisampanna_honA
vitalizer_noun	jIvanaxAwA
vitalness_noun	aparihAryawA/anivAryawA
vitals_noun	jIvana_ke_liye_AvaSyaka_afga
vitamin_noun	vitAmina
vitellus_noun	aNdapIwa
vitiation_noun	niraswIkaraNa
viticulture_noun	xrAkRA_kqRi/afgUra_kI_KewI
viticulturist_noun	afgUrakqRaka/afgUra_kI_KewI_karane_vAlA
vitiligo_noun	prAWamika_Sviwra/arjiwaSviwra
vitrification_noun	kAcana
vitriol_noun	awi_katu_BARaNa_yA_AlocanA/wUwiyA/apaSabxa
vituperation_noun	ninxA/apaSabxa
viva-voce_noun	mOKika_parIkRA
viva_noun	mOKika_parIkRA
vivaciousness_noun	jinxAxilI/jIvanwawA
vivacity_noun	uwsAha/jinxAxilI/jIvanwawA
vivarium_noun	jIvaSAlA
vividness_noun	jIvanwawA/camakIlApana
vivification_noun	jIvanwawA/anuprANana
viviparity_noun	piNdajawA
vivisection_noun	jIvacCexana/paSuoM_kA_cIraPAda[anusanXAna_meM]
vivisectionist_noun	jIvacCexanavAxI
vixen_noun	lomadI/ladAkA_swrI
vizier_noun	vajIra
viziership_noun	vajIrI
vizor_noun	kinArA/kavaca_kA_muKa-BAga
vocable_noun	Sabxa
vocabulary_noun	SabxAvalI/SabxakoSa
vocal-cords_noun	vAkawanwu
vocal-music_noun	kaNTa-safgIwa
vocal_noun	kaNTa_safgIwa/gIwa
vocalisation_noun	svaroccAraNa
vocaliser_noun	gAyikA/gAyaka/AvAja_karane_vAlA
vocalising_noun	gAnA
vocalism_noun	svaroccAraNa/svara_paxXawi
vocalist_noun	gAyaka/gAyikA
vocality_noun	vAcikawA/svarawA
vocalization_noun	uccAraNa/svaroccAraNa
vocalizer_noun	gAyikA/gAyaka/AvAja_karane_vAlA
vocalizing_noun	gAnA
vocation_noun	vyavasAya/yogyawA/jIvana_vqwwi/ISvarIya_AhvAna
vocative_noun	samboXana/samboXanakAraka
vociferation_noun	kadA_viroXa/ho-hallA/gula-gapAdA/cillAhata
vociferator_noun	cillAne_vAlA
vodka_noun	rUsI_SarAba/voxkA
vodoun_noun	jAxU-tonA
vogue_noun	pracalana_meM_honA/pracalana/lokapriyawA
voice-box_noun	svarayanwra/svara_yaNtra
voice-over_noun	pArSva_AvAja/telivijana_yA_Pilma_meM_axqSya_bolanA
voice_noun	AvAja/vicAra/vAcya/svara_yanwra_xvArA_uccAriwa_svara/svara/rAya_jAhira_karane_kA_haka/nAxa/mawaprakASanAXikAra/mawa/aBivyakwi/vyAkaraNika_kriyA[karwqvAcya/karmavAcya/BAvavAcya]
voicelessness_noun	PusaPusAhata/mUkawA/mawAXikArahInawA/gUfgApana
voicemail_noun	vaisamela/svara-pawra
voiceprint_noun	vasa_priNta/svara-muxraNa
voicer_noun	mawAXikArI
void_noun	SUnya/aswiwvahInawA/SUnya_sWAna
voidance_noun	rikwIkaraNa
voider_noun	niraswaka
voiding_noun	malawyAga
voile_noun	mahIna_kapadA/vaila
vol-au-vent_noun	volovana/pestrI{mAzsa_yA_maCalI_se_Bara_kara_banAI_huI}
volary_noun	pakRISAlA
volatile_noun	vARpaSIla_paxArWa
volatility_noun	bARpaSIlawA/vARpaSIlawA/uwwejanaSIlawA/asWirawA
volcanism_noun	jvAlAmuKIya_GatanA
volcano_noun	jvAlAmuKI/jvAlAmuKI_pahAda
volcanology_noun	jvAlAmuKIvijFAna
vole_noun	mUsa
volition_noun	icCA_Sakwi/icCASakwi/icCA
volley-ball_noun	vAlI_bAla
volley_noun	goliyoM_kI_bOCAra/valI/bArUxa_kI_bOCAra/JadI/udawI_genxa_kI_mAra
volleyball_noun	vOlIbOla
volt-ampere_noun	volta-Empiyara
volt_noun	volta/volta{vixyuwa_Sakwi_kI_ikAI}
voltage_noun	vixyuwa_saFcAlana_Sakwi/volteja
volte-face_noun	pakRa_parivarwana/mawa-parivarwana
voltmeter_noun	voltamItara/voltamApI
volubility_noun	XArApravAhiwA
volume_noun	wIvrawA/valyUma/mAtrA/KaNda/Ayawana/afka/granWa/mAwrA/prabalawA
volumeter_noun	valyUmItara/AyawanamApI
voluminosity_noun	vipulawA
voluminousness_noun	vipulawA
voluntary_noun	svayaMsevI
volunteer_noun	svayaMsevaka/vAlaNtiyara/svayaMsevI/svayaM_sevaka
voluptuary_noun	EyASa
voluptuousness_noun	vilAsiwA/kAmowwejaka_AkarRaNa
volute_noun	kuNdalIxAra_ABURaNa/kuNdalI
volution_noun	cakkara
volva_noun	aXoveRtana
vomer_noun	vomara
vomit_noun	vamana/ulatI
vomiter_noun	ultI_karane_vAlA
vomiting_noun	ultI/kE
vomitive_noun	vamanakArI_ORaXa
vomitory_noun	praveSa-xvAra
vomitus_noun	ultI
voodoo_noun	wanwra-manwra/vUdU/jAxU-tonA
voodooism_noun	vUdUvAxa
voraciousness_noun	awyaXika_lAlaca
voracity_noun	awqpwawA/awyaXika_lAlaca
vortex_noun	jalAvarwa/cakrAkAra/Bazvara
votary_noun	anuyAyI/upAsaka/samarWaka/Bakwa/XarmasafGI
vote-of-confidence_noun	viSvAsa_mawa
vote-of-thanks_noun	XanyavAxa_praswAva
vote_noun	mawa/vota/sammiwi/mawAXikAra/mawaxAna/mawapatra/kula_mawaxAna/janaBiprAya
voter_noun	mawaxAwA/mawa_xene_vAlA
voting_noun	mawaxAna
vouchee_noun	sAkRI/gavAha
voucher_noun	pramANa_pawra/vAucara/pramANapawra/Karca_kA_purjA
vouge_noun	BAlA
voussoir_noun	dAta-pawWara
vow_noun	SapaWa/prawijFA
vowel_noun	svara/svaravarNa
vower_noun	safkalpa_lene_vAlA
voyage_noun	samuxrI_yAwrA/jalayAwrA/yAwrA{jala_yA_vimAna}
voyager_noun	jalayAwrI/samuxrayAwrI
voyeur_noun	xqSyarawika
voyeurism_noun	xarSanarawi
vulcanisation_noun	valkanIkaraNa
vulcaniser_noun	valkanIkAra
vulcanite_noun	valkanAita/ganXaka-miSriwa_kadA_rabara
vulcanization_noun	valkanIkaraNa
vulcanizer_noun	valkanIkAra
vulcanology_noun	jvAlAmuKIvijFAna
vulgar-fraction_noun	sAXAraNa_Binna
vulgarian_noun	asaMskqwa_XanI_vyakwi
vulgarisation_noun	pracAlana/asaByIkaraNa
vulgariser_noun	pracaliwa_karane_vAlA/aSlIla_kara_xene_vAlA
vulgarism_noun	GatiyApana/aSlIla_BARA
vulgarity_noun	aSiRtawA/GatiyApana
vulgarization_noun	pracAlana/asaByIkaraNa
vulgarizer_noun	pracaliwa_karane_vAlA/aSlIla_kara_xene_vAlA
vulnerability_noun	xoRa-pUrNawA/awisaMvexanaSIlawA/arakRiwawA
vulture_noun	cIla/gixXa/loBI
vulva_noun	yonimuKa
vulvitis_noun	yoniSoWa
wacko_noun	sanakI_vyakwi
wad_noun	gaxxI/PAhA/gaddI/cutakI
wadding_noun	gaxxIxara_BarAva
waddle_noun	dagamagAwI_cAla
waddler_noun	dagamagAwe_hue_calane_vAlA
wader_noun	jalapakRI
waders_noun	jafGA_waka_kA_jUwA/jala-saha_jUwA
wading-bird_noun	CiCale_sWAna_kA_pakRI
wading_noun	pAnI_meM_calanA
wafer_noun	pApada/vePara/tukadA/pawalI_rotI/leI_kI_tikiyA/kurakurA_biskuta
waffle-iron_noun	pawalI_rotI_pakAne_ke_lie_lohe_kA_upakaraNa
waffle_noun	pawalI_mITI_rotI/vaPala/korI_gappa
waffler_noun	aspaRta_bAwa_liKane_vAlA/aspaRta_bAwa_karane_vAlA
waft_noun	JofkA/laharAwA_huA_JaNdA
wafture_noun	safkewa
wag_noun	TaToliyA/vAkvixagXa/masaKarA/hilAnA
wage-claim_noun	vewana-mAzga
wage-earner_noun	vewana-BogI
wage-packet_noun	vewana-liPAPA/BugawAna_liPAPA
wage_noun	majaxUrI/wanaKAha/vewana
wager_noun	hoda/bAjI_para_lagAI_rakama/bAjI
wagerer_noun	xAzva_lagAne_vAlA/juArI
wages_noun	wanaKvAha/vewana/prawixAna/majaxUrI
waggery_noun	masaKarApana/majAka
waggishness_noun	masaKarApana
waggle_noun	hilAnA
