#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
random_fluctuation	yAcCika_uwAra_caDAva
random_number_generator	yAxqcCika_safKyA_janaka
random_nunber	yAxqcCika_safKyA
random_observation	yAcCika_prekRaNa
random_sampling	yAcCika_prawicayana_aamUnA_lenA
random_scan	yAxqcCika_kramavIkRaNa
range_forest_officer	reMja_vana_aXikArI
rank_order	paxavI_anusAra_vyavasWA
rapaying_capacity	cukOwI_kRamawA
rape_conviction	balAwkAra_xoRasixXi
rape_seed	woriyA
rapid_access_memory	wvariwa_aBigama_smqwi
rapid_climb	xruwa_ArohaNa
rapid_fire	jalxI_jalxI_pUzCe_jAne_vAle_praSna
rapid_scrutiny	SIxa_a_jAFca_aAnabIna
rare_bird	xurlaBa_pakRI
rare_earth	virala_mittI
raster_count	reKA_puFja_gaNana
raster_display_device	reKApuFja_praxarSa_yukwi
raster_graphics	reKA_puFja_AleKikI
raster_grid	reKA_puFja_grida
raster_mode_graphic_display	reKA_puFja_paxvawi_AleKI_praxarSa
raster_plotter	reKA_puFja_AleKaka
raster_scan	reKA_puFja_kramavIkRaNa
raster_unit	reKA_puFja_ekaka
rat_race	WakAne_vAlI_xinacaryA
ratable_value	karayogya_mUlya
rate_and_route_operator	xara_evaM_mArga_Aparetara
rate_cap	kara_meM_riAyawa
rate_capacity	nirXAriwa_kRamawA
rate_card	xara-pawra
rate_centre	xara_keMxra
rate_concessional	riyAyawI_xara
rate_contract	xara_saMvixA
rate_inspector	xara_nirIkRaka
rate_list	xara-sUcI
rate_of_cost	lAgawa_xara
rate_of_duty	Sulka_xara
rate_of_growth	vqxXi_xara
rate_of_interest	byAja_xara
rate_of_issue	jArI_karane_kI_xara
rate_payer	pOra-karaxAwA
rate_pulse	xara_spanxa
rate_regulation	xara_niyamana
rate_schedule	xara_anusUcI
rate_structure	xara-saMracanA
rate_tribunal	xara_aXikaraNa
rate_war	xareM_kama_karane_kI_prawisparXA
rateable_value	kara_yogya_mUlya
rated_capacity	nirXAriwa_kRamawA
rates_and_freight_clerk	xara_Ora_BAdA_klarka
rates_and_taxes	sWAnIya_Ora_anya_kara
rather_big	badA_sA
rather_heavy	BArI_sA
rather_old	bUDA_sA
rather_than	isake_bajAya
rather_white	saPexa_sA
ratification_of_boundaries	sImAoM_kA_anusamarWana
ratio_control	anupAwa_niyanwraNa
ratio_estimate	anupAwa_anumAna
ration_allowance	rASana_BawwA
ration_card	rASana_kArda
rational_choice	vivekapUrcayana
rational_decision	viveka_pUrNa_nirNaya
rational_language	safgawa_BARA
rationalisation_of_procedure	kriyAviXi_ko_sarala_Ora_kAragara_banAnA
rationing_of_credit	uXAra_rASi_niyawana
rationing_officer	rASana_aXikArI
raw_boned	xubalA_pawalA
raw_jute	patasana
raw_material	kaccA_mAla
raw_meat	kaccA_mAMsa
raw_produce	kaccA_mAla_awpAxa
raw_product	kaccA_mAla
raw_tobacco	asAXiwa_wambAkU
raw_value	asWAyI_mUlya
rayon_and_art_silk	reyana_Ora_kqwrima_reSama
rayon_and_synthetic	reyana_Ora_saMSliRta_reSA
razor_blade	xADI_banAne_ke_kAma_Ane_vAlA_bleda
razor_clam	rejara_maCalI
razor_edge	badA_KawarA
razor_sharp	bahuwa_weja
rdidesigner_drug	kqwrima_rUpa_kI_gEra_kAnUnI_xavA
re_consider	punarvicAra_karanA
re_employment	punarniyukwi
re_entrant	punaHpraveSI
re_entrant_code	punaH_praveSI_kUta
re_entrant_program	punaHpraveSya_kramAxeSa
re_entrant_routine	punaHpraveSya_nemakA
re_entrant_subroutine	punaHpraveSya_upanemakA
re_entry	punaH_praveSa
re_examination	punaH_parIkRA
re_examine	punaH_pUCa_wACa_karanA/punaH_parIkRA_karanA
re_survey	punaH_nirIkRaNa_karanA/punaH_sarvekRaNa_karanA
reachability_matrix	gamyawA_mEtriksa
reachability_problem	gamyawA_samasyA
reaction_engine	prawikriyA_iMjana
reaction_force	aBilamba_bala
read_amplifier	paTana_pravarXaka
read_and_restore_cycle	paTana_Ora_punaHsWApana_cakra
read_cycle_time	paTana_craka_kAla
read_error	paTana_wruti
read_head	paTana_SIrRa
read_instruction	paTana_anuxeSa
read_only	kevala_paTanIya
read_only_memory	kevala_paTanIya_smqwi
read_out	rIda_AUta
read_path	paTana_paWa
read_process_write	paTana_saMsAXana_leKana
read_protection	paTana_rakRaNa
read_rate	paTana_xara
read_release	paTana_vimocana
read_reverse	paTana_prawilomana
read_scatter	prakIrNa_paTana
read_screen	skrIna_paTana
read_station	keMxra_paTana
read_time	paTana_kAla
read_time_language	paTana_kAla_BARA
read_well	pATaka_kI_ruci_banAe_raKa
read_write_channel	paTana_leKana_cEnala
reader_copier	pATaka_prawilipika
reader_interpreter	pATaka_nirvacaka
reader_postman	vAcaka_dAkiyA
reader_printer	pATaka_muxraka
readily_realisable	wawkAla_aahaja_vasUlI_yogya
reading_access_time	paTana_aBigama_kAla
reading_head	paTana_SIrRa
readout_device	paTana_xarSa_yukwi
reads_well	pATaka_kI_ruci_banAe_raKa
ready_access_terminal	wawpara_aBigama_taraWauminala
ready_built_flats	bane_banAe_PlEta
ready_cash	nakaxI
ready_condition	wawpara_avasWA
ready_contract	wEyAra_saMvixA
ready_delivery	wEyAra_aawkAlahAjira_supurxagI
ready_delivery_contract	wEyAra_supurxagI_saMvixA
ready_light	wawpara_bawI
ready_reckoner	redI_rekanara
ready_selling_rate	wawkAla_aAjira_bikrI_xara
ready_state	wawpara_avasWA
ready_status_word	wawpara_sWiwi_Sabxa
ready_to_feed	KilAne_ke_lie_wEyAra
ready_transaction	wEyAra_lena_xena
real_address	vAswavika_pawA
real_capital	vAswavika_pUFjI
real_constant	vAswavika_acara
real_earning	vAswavika_kamAI
real_estate	jamIna_jAyaxAxa
real_estate_salesman	BU_sampawwi_xalAla
real_investment	vAswavika_niveSa
real_issue	vAswavika_praSna_aiRaya
real_property	vAswavika_sampwwi
real_purchasing_power	vAswavika_krayaSakwi
real_storage	vAswavika_BaNdAraNa
real_storage_management	vAswavika_BaNdAraNa_prabanXana
real_time	saxya_anukriyA
real_time_clock_module	saxyA_anukriyAGadI_prawirUpaka
real_time_operation	saxya_anukriyA_pracAlana
real_time_processing	saxya_anukriyA_prakramaNa
real_value	vAswavika_mUlya
real_wages	vAswavika_majaxUrI
realisability_of_dues	xeya_rASiyoM_kI_vasUlI_yogyawA_ArApaprIyawA
realisable_assets	vasUlI_yogya_AswiyAM_MarisampwwiyAM
realisable_value	prApya_mUlya
realisation_account	nakaxIkaraNa_aasUlI_leKA
realisation_officer	vasUlI_aXikArI
realising_officer	vasUlI_aXikArI
reappropriation_budget	punarviniyojana_bajata
reappropriation_of_funds	niXiyoM_kA_punarviniyojana
rear_admiral	nOpawi
rear_end	pICe_kA_BAga
rear_window	pICe_kI_KidakI
reason_to_believe	viRvAsa_Fakaraneta_kA_kAraNa
reasonable_care	vivekI_surakRA
reasonable_notice	uciwa_sUcanA_Aotisa
reasonable_time	uciwa_aaryApwayaWociwa_samaya
reasons_to_believe	viSvAsa_karane_ke_kAraNa
rebate_due_from_government	sarakAra_se_prApya_CUta
rebate_officer	CUta_aXikArI
rebate_on_bill	bila_para_xatOwI
rebuilding_effort	punarnirmANa_prayAsa
recalcitrant_debtor	xurxamya_qprI
recall_effort	raxxa_karane_kA_prayAsa
recalled_advances	prawyAhqwa_agrima
recapitulation_statement	sAra_safkRepa_vivaraNa_aAra_kaWAna_vakwavya
recast_ledger_account	punarvyavasWiwa_aira_se_wEyAra_kiyA_gayA_bahI_leKA
receipt_and_delivery	prApwi_Ora_supurxagI
receipt_and_despatch	prApwi_Ora_preRapra
receipt_and_issue_section	prApwi_Ora_nirgama_anuBAga
receipt_audit_section	prApwi_leKAparIkRA_anuBAga
receipt_book	rasIxa_bahI
receipt_certificate	prApwi_pramANapawra
receipt_clerk	pAvawI_lipika
receipt_in_acknowledgement	pAvawI
receipt_of_correspondence	pawrAcAra_kI_pAvawI
receipt_register	AvawI_paFjikA
receipt_side	prApwi_pakRa
receipt_voucher	prApwi_vAucara
receipted_challan	rasIxI_cAlAna
receipts_and_disbursement	prApwiyAM_Ora_saMviwaraNa
receipts_and_disbursements	prApwiyAz_Ora_saMviwaraNa
receipts_and_issue	prApwiyAM_Ora_nirgama
receipts_and_issues_section	prApwi_waWA_nirgama_anuBAwaga
receipts_and_payments_account	prApwi_Ora_axAyagI_leKA
receipts_and_recoveries_on_capital_accounts	pUFjIgawa_leKe_kI_prApwiyAM_Ora_vasUliyAM
receipts_counter	prApwi_kAuNtara
receipts_scroll	prApwi_skrola_aUcIwAlikA
receive_interruption	aBigrahaNa_bAXA
receive_leg	aBigrahaNa_Cora
receive_only	kevala_aBigrahaNa
received_waste_book	cEka_Axi_kI_kaccI_bahI
receiver_of_wreck	naRtapowa_AxAwA
receiver_signal	aBigrAhI_safkewa
receiving_accounts_circle	prApwakarwA_leKA_parimaNdala
receiving_cashier's_scroll	AxAwA_ArApwakarwA_KajAFcI_kI_wAlikA_AkrolasUcI
receiving_end	prApaka_arApwi_sWala
receiving_order	prApwi_AxeSa
receiving_perforator	aBigrahaNa_Cexaka
recent_past	hAla_hI_meM
reception_clerk	svAgawa_lipika
reception_counter	svAgawa_patala
reception_officer	svAgawa_aXikArI
reception_room	svAgawa_kakRa
reciprocal_agreement	anyonya_samaJOwA
reciprocal_demand	pArasparika_mAfga
reciprocal_promises	paraspara_vacana
reciprocating_engine	Age_pICe_calane_vAlA_iMjana
reckonable_service	safgaprika_sevA
reclaimed_product	bekAra_uwpAxa_yA_upa_uwpAxa_se_wEyAra_mAla
reclamation_of_land	BUmi_uxXAra
reclining_chair	ArAma_kursI
recognised_agent	mAnyawAprApwa_aAnya_aiBakarwA_AjeMta
recognised_provident_fund	mAnyawA_prApwa_BaviRya_niXi
recognition_character	aBijFAmpalqAna_samprawIka
recognition_device	aBijFAmpalqAna_yukwi
recognition_logic	aBijFAmpalqAna_warka
recommendatory_certificate	siPAriSI_pramANapawra
recommendatory_letter	siPAriSI_pawra
recommendatory_note	siPAriSI_tippaprI_Iota
reconcialiation_statement	samAXAna_vivaraNa
reconcile_the_discrepancy	galawI_kA_samAXAna_karanA
reconciliation_of_accounts	leKA_samAXAna
reconciliation_of_figures	AfkaduM_kA_samAXAna
reconciliation_statement	samAXAna_vivaraNa
reconnaissance_in_force	sEnika_sarvekRaNa
reconstituted_board	punargaTiwa_borda_aaNdala
reconstruction_effort	punarnirmANa_prayAsa
reconstruction_of_capital	pUFjI_kA_punarnirmANa
reconstruction_of_file	misila_punarracanA
record_album	leKapramANa_safgraha_puswaka
record_arranger	aiBaleKa_vinyAsaka
record_blocking	aBileKa_avaroXI
record_book	rikArda_paFjI
record_clerk	aiBaleKa_klarka
record_count	aBileKa_gaNana
record_description	aBileKa_vivaraNa
record_division	aiBaleKa_praBAga
record_format	aBileKa_saMrUpa
record_format_descriptor	aBileKa_saMrUpa_nirUpaka
record_gap	aBileKa_anwarAla
record_group	aBileKa_samUha
record_head	aBileKI_SIrRa
record_keeper	aBileKapAla
record_key	aBileKa_kuFjI
record_length	aBileKa_lambAI
record_lifter	bAswAvaraxAra
record_mark	aBileKa_cinhaka
record_medium	aBileKa_mAXyama
record_name	aBileKa_nAma
record_number	aBileKa_safKyA
record_of_service	sevA-aBileKa
record_ready	aBileKa_wEyArI_sWiwi
record_room	aBileKa_kakRa
record_room_officer	aBileKa_kakRa_aXikArI
record_section	aiBaleKa_anuBAga
record_separator_character	aBileKa_pqWakkaraNa_samprawIka
record_sheet	aBileKa_parNa
record_sorter	rikoYrda_soYrtara
record_storage_mark	aBileKa_BaNdAraNa_cinhaka
record_strip	aBileKa_pattI
record_supplier	aBileKaxAwA
record_text	aBileKa_pATyAMSa
record_type	aBileKa_prArUpa
recording_area	aBileKana_kRewra
recording_density	aBileKana_Ganawva
recording_head	aBileKI_SIrRa
recording_machine	aiBaleKiwra
recording_medium	aBileKana_mAXyama
recording_of_file	misila_aiBaleKabaxXa_karanA
recording_of_files	PAiloM_kA_aiBaleKana
recording_room	rikArdiMga_kakRa
recording_unit	rikArdiMga_ekaka
recoupment_of_imprest	agraxAya_kI_ApUrwi
recoverable_error	punaH_prApwa_wruti
recoverable_payment	vasUlI_yogya_axAyagiyAM
recoveries_at_the_instance_of_audit	leKAparIkRA_xvArA_bawA_jAne_para_kI_gaI_vasUliyAM
recoveries_of_advances	peSagiyoM_nXAra_rASiyoM_kI_vasUliyAM
recoveries_of_expenditure	Karca_kI_vasUliyAM
recoveries_of_service_payments	sevA_axAyagiyoM_kI_vasUliyAM
recovery_effort	vasUlI
recovery_expenses	vasUlI_Karca_ayaya
recovery_management_support	vasUlI_prabanXa_samarWana
recovery_of_cost	lAgawa_kI_vasUlI
recovery_of_damage	kRawimUlya_vasUlI
recovery_of_dues	xeya_kI_vasUlI
recovery_of_loss	nukasAna_kI_vasUlI
recovery_of_losses	hAniyoM_kI_vasUlI
recovery_of_outstandings	bakAyA_rASi_kI_vasUlI
recovery_of_tax	kara_vasUlI
recovery_officer	vasUlI_aXikArI
recovery_percentage	vasUlI_prawiSawa
recovery_performance	vasUlI_kArya
recovery_procedure	punaHprApwi_prakriyA
recovery_proceeding	vasUlI_kAryavAhI
recovery_proceedings	vasUlI_kAryavAhI
recovery_routine	punaHprApwi_nemakA
recovery_schedules	vasUlI_anusUciyAM
recovery_system	punaHprApwi_wanwra
recreation_officer	manovinoxa_aXikArI
recreational_therapist	manovinoxa_cikiwsaka
recruiting_authority	BarwIr_prAXikArI
recruitment_officer	BarwIr_aXikArI
recruitment_rules	BarwIr_niyama
rectal_artery	malASayI_XamanI
rectangular_distribution	AyawAkAra_viwaraNa
rectification_entries	suXAraka_praviiRta_anxarAja
rectification_of_errors	galawI_SoXana_auXAra
rectification_of_mis_classifications	galawa_vargIkaraproM_kA_suXAra
rectification_of_mistakes	BUla_suXAra
rectified_rule	SoXiwa_niyama
recurring_chages	Avawaba_praBAra
recurring_charge	AvarwIr_praBAra
recurring_decimal	Avarwa-xaSamalava
recurring_deposit	AvarwIr_jamA
recurring_expenditure	AvarwI_vyaya
recurring_grant	AvarwI-anuxAna
recurring_liability	AvarwIr_xeyawA
recurring_value	AvarwIr_mUlya
recursion_theorem	punarAvarwana_prameya
recursive_acronym	punarAvarwI_vipariwArWaka
recursive_function	punarAvarwana_Palana
recursive_relation	punarAvarwana_sambanXa
recursive_routine	punarAvarwana_nemakA
recursive_rules	punarAvarwI_niyama
recursive_set	punarAvarwana_samuccaya
recycling_effort	punarAvarwana_prayAsa/punaHcakriwa_karane_ke_prayAsa
recycling_of_funds	niXiyoM_kA_niranwara_upayoga_niXiyoM_kA_punarniveSa
red_baneberry	lAla_benabErI
red_bay	lAla_KAdI
red_bearberry	lAlaBUSAyI_pAxapa
red_beech	lAla_bIcavqkRa
red_bryony	lAla_brAyanI
red_buckeye	lAla_bakAI
red_cabbage	lAla_pawwA_goBI
red_campion	lAla_aBiyAna
red_carpet	lAla_kAlina
red_cedar	lAla_xevaxAra
red_clover	lAla_wipawiyA
red_cole	lAla_goBI_varga
red_coral	lAla_mUzgA
red_dogwood	lAla_doYgavuda
red_drum	lAla_drama
red_dwarf	lAla_bOnA
red_elm	lAla_xevaxAru
red_flag	lAla_JaNdA
red_herring	XyAna_baztAnevAlI_bAwa
red_hot	rakwa_wapwa
red_hot_priority_demand	awi_agrawA_mAzga
red_ink_interest	agrawiWi_byAja
red_signal	lAla_JaNdA
red_tape	samaya_vyarWa_karane_vAlI_prakriyA
red_tapism	lAlaPIwASAhI
reddish_blue	rakwa_nIlA
reddish_brown	lAla_pana_lie_BUrA_rafga
reddish_earthstar	lAla_BU_wArA
redeemed_debentures	punaH_SoXiwa_qNa_pawra/punaHSoXiwa_dibeMcara
redemption_charge	mocana_praBAra
redemption_fees	mocana_Sulka
redemption_of_capital	pUFjI_kA_prawixAna
redemption_of_debt	qNa_mocana
redemption_of_mortgage	banXaka_CudAnA
redemption_yield	prawixAna_prApwi
redevelopment_authority	punarvikAsa_prAXikaraNa
redevelopment_effort	punarvikAsa_prayAsa
redevelopment_money	punarvikAsa_niXi
rediscounting_scheme	punaBarunAWa_yojanA
redressal_of_grievances	SikAyawoM_kA_nivAraNa
reduced_graph	laGukqwa_AreKa
reducing_diet	apacayana_AhAra
reduction_effort	kamI
reduction_of_capital	pUFjI_GatAnA
redundancy_of_data	AfkadA_awirikwawA
redundant_array	awirikwa_saraNI
redundant_check	anAvaSyaka_nirIkRaNa
redundant_staff	anAvaRyaka_stAPa
reelection_effort	punaH_cunAva_karAne_ke_prayAsa
reenterable_program	punaHpraveSya_kramAxeSa
reenterable_routine	punaHpraveSya_nemakA
reenterable_subroutine	punaH_praveSya_upanemakA
reentrance_code	anwaH_praveSa_kUta
reentrant_code	purnapraveSI_kUta
refer_to_drawer	cekakarwA_se_pUCie
reference_address	sanxarBa_pawA
reference_bit	sanxarBa_bita
reference_book	sanxarBa_puswikA
reference_clerk	nirxeSa_klaka
reference_clock	sanxarBa_kAlaka
reference_edge	nirxeSa_kora
reference_file	sanxarBa_saFcikA
reference_is_invited_to	ko_xeKie
reference_language	sanxarBa_BARA
reference_library	sanxaBar_puswakAlaya
reference_noise	nirxeSa_rava
reference_number	sanxaBar_safKyAfka
reference_officer	sanxaBar_aXikArI
reference_period	sanxaBar_avaXi
reference_record	sanxarBa_aBileKa
reference_register	havAlA_rajistara
reference_string	sanxarBa_rajju
reference_time	nirxeSa_samaya
reference_year	sanxaBar_vaRar
referential_integrity	sanxarBika_ekawA
referred_to_above	uparinirxiRta
referred_to_as	ke_nAma_se_nirxiRta
refinance_corporation_for_industry	oExyogika_punarvwwi_nigama
refinance_deputy_director	punarvwwi_upanixeSaka
refinancing_schemes	punarvwwi_praxAna_karane_eunarvwwiIyana_kI_yojanAeM
refined_diesel_oil_and_vaporising_oils	pariRkqwa_dIjala_wela_Ora_vARpaSIla_wela
refinery_attendant	pariRkaraNa_paricara
refixation_of_pay	vewana_kA_punarviyawana
reflective_scan	paravarwanI_kramavIkRaNa
reflex_camera	parAvarwI_kEmarA
reflex_epilepsy	prawikriyAwmaka_mirgI
reflex_oscillation	prawivarwI
reflux_condenser	prawikriyAwmaka_safGaniwra
reform_candidate	suXAra_parIkRArWI
reform_effort	suXAra_prayAsa
reformation_officer	suXAra_aXikArI
reformatory_superitendent	suXArAlaya_aXIkRaka
refresh_display	punaScaryA_praxarSa
refresher_course	punaScaryA_pATyakrama
refresher_courses_department	punaScaryA_pATkrama_viBAga
refreshment_room	jalapAnagqha
refreshment_room_manager	upAhAra_kakRa_prabanXaka
refrigerator_cookie	praSIwiwra_biskuta
refugee_officer	SaraprArWIr_aXikArI
refund_and_compensation_claim_section	Xana_vApasI_Ora_prawikara_xAvA_anUBAga
refund_clerk	prawixAya_lipika
refund_lists	vApasI_sUciyAM
refund_of_advance	agrima_Xana_kI_vApasI
refund_of_deposit	jamA_rASi_kI_vApasI
refund_of_lapses	vyapagamana_kI_vApasI
refund_of_revenue	rAjasva_vApasI
refund_order	vApasI_kA_AxeSa
refund_voucher	prawixAya_aApasI_vAucara
refund_warrant	vApasI_vAraNta
refusal_of_licence	lAiseMsa_kI_asvIkqwi_ianAhI
refuse_collector	kUdA_lene_vAlA
refused_leave	asvIkqwa_CuttI
regenerative_feedback	punaryojI_punarBaraNa
regenerative_memory	punaryojI_smqwi
regenerative_read	punaryojI_paTana
regenerative_reading	punaryojI_paTana
regenerative_repeater	punaryojI_punarAvarwaka
regenerative_track	punaryojI_paWa
regenerator_section	punaryojaka_anuBAga
regiment_commander	rejimeMta_kamANdara
regional_address	kRewrIya_pawA
regional_cashier	prAxeSika_koRapAla
regional_code	kRewrIya_saMhiwA
regional_college_of_education	prAxeSika_SikRA_saMsWAna
regional_consultative_committee	kRewrIya_salAhakAra_aarAmarSa_samiwi
regional_coordinator	prAxeSika_samanvayaka
regional_development_commission_for_iron_steel	kRewrIya_lOha_ispAwa_vikAsa_Ayoga
regional_director	prAxeSika_nixeSaka
regional_engineer	prAxeSika_aiBayanwA
regional_evaluation_officer	prAxeSika_mUlyAfkana_aXikArI
regional_flow_of_bank_credit	bEMka_qNa_kA_kRewrIya_viswAra
regional_imbalance	prAxeSika_asanwulana
regional_iron_and_steel_controller	prAxeSika_lohA_ispAwa_niyanwraka
regional_manager	prAxeSika_prabanXaka
regional_officer	prAxeSika_aXikArI
regional_organisation	prAxeSika_safgaTana
regional_passport_office	prAxeSika_pArapawra_kAryAlaya
regional_passport_officer	prAxeSika_pArapawra_aXikArI
regional_promotional_agency	kRewrIya_saMvarXana_ejeMsI_IiBakaraNa
regional_publicity_director	prAxeSika_pracAra_nixeSaka
regional_research_laboratory	prAxeSika_anusanXAna_prayogaSAlA
regional_rural_bank	kRewrIya_grAmINa_bEMka
regional_training_institute	kRewrIya_praSikRaNa_saMsWAna
register_address_file	paFjI_pawA_saFcikA
register_capacity	paFjI_kRamawA
register_file	paFjI_saFcikA
register_firm	paFjIkqwa_Parma
register_input_buffer	paFjI_niveSa_baPara
register_keeper	paFjIpAla
register_length	paFjI_lambAI
register_of_contracts	saMvixA_rajistara
register_of_land_charges	BU_prabAra_rajistara
register_of_members	saxasya_rajistara
register_of_mortgages	banXaka_rajistara
register_of_permanent_advances	sWAyI_peSagiyoM_kA_rajistara
register_of_special_charges	viSeRa_Karca_rajistara
register_of_stock	stAka_rajistara
register_of_works	nirmANa_kArya_rajistara
register_operand	paFjI_safkArya
register_optimization	paFjI_iRtawamIkaraNa
register_pointer	paFjI_sUcaka
register_select	paFjI_varaNa
register_transfer_language	paFjI_anwaraNa_BARA
registered_acknowledge_due	paFjIkqwa_pAvawI_pawra
registered_and_insured_articles	paFjIkqwa_Ora_bImAkqwa_vaswuez
registered_bond	paFjIkqwa_prawijFA_pawra
registered_document	pakkI_xaswAveja
registered_firm	rajistrIkqwa_Parma
registered_graduate	paFjIkqwa_snAwaka
registered_letter	paFjIkqwa_pawra
registered_loans	paFjIkqwa_qNa
registered_mail_remote_login	paFjIkqwa_dAka_suxUra_sawrAraBa
registered_notes	paFjIkqwa_nota
registered_office	paFjIkqwa_kAryAlaya
registered_stock_exchange	paFjIkqwa_aajistarda_Seyara_bAjAra
registering_authority	paFjIyana_prAXikArI
registrar_general_and_census_commissioner	mahApaFjIyaka_Ora_janagapranA_Ayukwa
registrar_general_of_india	BArawa_kA_mahApaFjIyaka
registrar_of_births_and_deaths	janma_mqwyu_rajistrAra
registrar_of_chit_funds	cita_PaNda_rajistrAra
registrar_of_companies	kampanI_rajistrAra
registrar_of_cooperative_societies	sahakArI_samiwiyoM_kA_rajistrAra
registrar_of_firms	Parma_rajistrAra
registrar_of_insolvency	xivAlA_rajistrAra
registrar_of_joint_stock_company	saMyukwa_pUzjI_kampanI_rajistrAra
registrar_of_marriages	vivAha_rajistrAra
registrar_of_moneylenders	sAhUkAra_rajistrAra
registrar_of_newspapers_of_india	BArawIya_samAcArapawra_rajistrAra
registrar_of_non_trading_corporation	vyApArewara_nigama_rajistrAra
registrar_of_partnership_firm	sAJexArI_Parma_rajistrAra
registrar_of_trade	vyApAra_rajistrAra
registrar_of_trade_union	majaxUra_sanxa_rajistrAra
registration_effort	paFjIkaraNa_prayAsa
registration_fee	paFjIyana_Sulka
registration_fees	rajistrI_PIsa_aaFjIkaraNa_Sulka
registration_program	paFjIkaraNa_kramAxeSa
registrtion_fee	paFjIkaraNa_Sulka
registry_office	sivila_vivAha_karane_kA_kAryAlaya
regius_professor	OksaPorda_kA_prAXyApaka
regressive_expenditure	avarohI_vyaya
regular_allowance	niyamiwa_BawwA
regular_army	sWAyI_senA
regular_assessment	niyamiwa_nirXAraNa_aUlyAfkana
regular_cadre	niyamiwa_saMvarga
regular_dodecahedron	sama_xvAxaSa_Palaka
regular_grammar	niyamiwa_vyAkaraNa
regular_income	niyamiwa_Aya
regular_language	niyamiwa_BARA
regular_promotion	niyamiwa_paxo_onawi
regular_service	niyamiwa_sevA
regular_set	niyamiwa_samuccaya
regular_supply	niyamiwa_pUrwi
regularization_of_leave	CuttI_kA_niyamana
regularization_of_salary	vewana_kA_niyamana
regulated_market	viniyamiwa_maNdI_IAjAra
regulation_measures	niyanwrAwmaka_upAya
regulation_of_fund	niXi_kA_viniyamana
regulation_officer	viniyamana_aXikArI
regulatory_authority	niyAmaka_prAXikaraNa
regulatory_duty	niyAmaka_Sulka
regulatory_offence	niyama_sWApiwa_aparAXa
regulatory_offense	niyama_sWApiwa_aparAXa
rehabilitation_and_artificial_limbs_department	punarvAsa_Ora_kqwrimAfga_viBAga
rehabilitation_division	punarvAsa_praBAga
rehabilitation_finance	punarvAsa_vwwi
